Circle,748,1870,761,1857
Arc,xmin,ymin,xmax,ymax
Circle,748,1813,761,1801
Circle,748,1813,761,1801
Arc,769,1862,787,1808
Arc,769,1862,787,1808
Arc,xmin,ymin,xmax,ymax
Circle,560,1870,573,1857
Circle,560,1870,573,1857
Arc,xmin,ymin,xmax,ymax
Circle,560,1813,573,1801
Circle,560,1813,573,1801
Arc,581,1862,598,1808
Arc,581,1862,598,1808
Arc,494,1105,499,1084
Arc,494,1105,499,1084
Arc,633,1105,639,1084
Arc,633,1105,639,1084
Arc,xmin,ymin,xmax,ymax
Circle,545,1484,560,1473
Circle,545,1484,560,1473
Arc,571,1350,585,1340
Arc,571,1350,585,1340
Arc,4030,1630,4040,1626
Arc,4030,1630,4040,1626
Arc,xmin,ymin,xmax,ymax
Circle,3947,1492,3953,1491
Circle,3947,1492,3953,1491
Arc,xmin,ymin,xmax,ymax
Circle,3900,1240,3909,1233
Circle,3900,1240,3909,1233
Arc,xmin,ymin,xmax,ymax
Circle,3803,2070,3807,2064
Circle,3803,2070,3807,2064
Arc,xmin,ymin,xmax,ymax
Circle,3970,2071,3976,2066
Circle,3970,2071,3976,2066
Arc,xmin,ymin,xmax,ymax
Circle,3975,2063,3977,2059
Circle,3975,2063,3977,2059
Arc,xmin,ymin,xmax,ymax
Circle,3773,2017,3778,2010
Circle,3773,2017,3778,2010
Arc,xmin,ymin,xmax,ymax
Circle,3816,2011,3821,2006
Circle,3816,2011,3821,2006
Arc,xmin,ymin,xmax,ymax
Circle,3960,2024,3962,2020
Circle,3960,2024,3962,2020
Arc,xmin,ymin,xmax,ymax
Circle,3900,1230,3909,1223
Circle,3900,1230,3909,1223
Arc,xmin,ymin,xmax,ymax
Circle,3877,2297,3880,2293
Circle,3877,2297,3880,2293
Arc,xmin,ymin,xmax,ymax
Circle,4118,2297,4125,2293
Circle,4118,2297,4125,2293
Arc,xmin,ymin,xmax,ymax
Circle,4095,2258,4098,2255
Circle,4095,2258,4098,2255
Arc,xmin,ymin,xmax,ymax
Circle,4093,2257,4097,2250
Circle,4093,2257,4097,2250
Arc,xmin,ymin,xmax,ymax
Circle,4200,2076,4204,2073
Circle,4200,2076,4204,2073
Arc,xmin,ymin,xmax,ymax
Circle,4241,2071,4247,2066
Circle,4241,2071,4247,2066
Arc,xmin,ymin,xmax,ymax
Circle,4047,2018,4051,2015
Circle,4047,2018,4051,2015
Arc,xmin,ymin,xmax,ymax
Circle,4060,2018,4065,2011
Circle,4060,2018,4065,2011
Arc,xmin,ymin,xmax,ymax
Circle,4117,2024,4119,2020
Circle,4117,2024,4119,2020
Arc,xmin,ymin,xmax,ymax
Circle,4238,2018,4244,2015
Circle,4238,2018,4244,2015
Arc,xmin,ymin,xmax,ymax
Circle,4243,2010,4245,2006
Circle,4243,2010,4245,2006
Arc,xmin,ymin,xmax,ymax
Circle,4394,2018,4401,2013
Circle,4394,2018,4401,2013
Arc,xmin,ymin,xmax,ymax
Circle,4037,1093,4044,1084
Circle,4037,1093,4044,1084
Arc,xmin,ymin,xmax,ymax
Circle,3900,1372,3909,1366
Circle,3900,1372,3909,1366
Arc,xmin,ymin,xmax,ymax
Circle,734,1484,748,1473
Circle,734,1484,748,1473
Arc,760,1350,773,1340
Arc,760,1350,773,1340
Arc,714,1105,720,1084
Arc,714,1105,720,1084
Arc,791,1105,796,1084
Arc,791,1105,796,1084
Arc,xmin,ymin,xmax,ymax
Circle,937,1870,950,1857
Circle,937,1870,950,1857
Arc,xmin,ymin,xmax,ymax
Circle,937,1813,950,1801
Circle,937,1813,950,1801
Arc,958,1862,975,1808
Arc,958,1862,975,1808
Arc,xmin,ymin,xmax,ymax
Circle,923,1484,937,1473
Circle,923,1484,937,1473
Arc,923,1229,937,1219
Arc,923,1229,937,1219
Arc,949,1350,962,1340
Arc,949,1350,962,1340
Arc,1340,1695,1346,1687
Arc,1340,1695,1346,1687
Arc,xmin,ymin,xmax,ymax
Circle,1382,1695,1386,1687
Circle,1382,1695,1386,1687
Arc,xmin,ymin,xmax,ymax
Circle,1315,1870,1328,1857
Circle,1315,1870,1328,1857
Arc,xmin,ymin,xmax,ymax
Circle,1315,1813,1328,1801
Circle,1315,1813,1328,1801
Arc,1336,1862,1353,1808
Arc,1336,1862,1353,1808
Arc,xmin,ymin,xmax,ymax
Circle,1376,1727,1383,1717
Circle,1376,1727,1383,1717
Arc,xmin,ymin,xmax,ymax
Circle,1385,1727,1393,1717
Circle,1385,1727,1393,1717
Arc,1407,1744,1415,1733
Arc,1407,1744,1415,1733
Arc,1529,1695,1534,1687
Arc,1529,1695,1534,1687
Arc,1559,1695,1564,1687
Arc,1559,1695,1564,1687
Arc,xmin,ymin,xmax,ymax
Circle,1570,1695,1575,1687
Circle,1570,1695,1575,1687
Arc,xmin,ymin,xmax,ymax
Circle,1504,1870,1517,1857
Circle,1504,1870,1517,1857
Arc,xmin,ymin,xmax,ymax
Circle,1504,1813,1517,1801
Circle,1504,1813,1517,1801
Arc,1524,1862,1542,1808
Arc,1524,1862,1542,1808
Arc,1515,1350,1529,1340
Arc,1515,1350,1529,1340
Arc,xmin,ymin,xmax,ymax
Circle,1565,1727,1572,1717
Circle,1565,1727,1572,1717
Arc,xmin,ymin,xmax,ymax
Circle,1575,1727,1581,1717
Circle,1575,1727,1581,1717
Arc,1717,1695,1723,1687
Arc,1717,1695,1723,1687
Arc,xmin,ymin,xmax,ymax
Circle,1724,1695,1729,1687
Circle,1724,1695,1729,1687
Arc,1748,1695,1752,1687
Arc,1748,1695,1752,1687
Arc,xmin,ymin,xmax,ymax
Circle,1692,1870,1705,1857
Circle,1692,1870,1705,1857
Arc,xmin,ymin,xmax,ymax
Circle,1692,1813,1705,1801
Circle,1692,1813,1705,1801
Arc,1713,1862,1730,1808
Arc,1713,1862,1730,1808
Arc,xmin,ymin,xmax,ymax
Circle,1678,1525,1692,1515
Circle,1678,1525,1692,1515
Arc,xmin,ymin,xmax,ymax
Circle,1678,1484,1692,1473
Circle,1678,1484,1692,1473
Arc,1704,1366,1717,1355
Arc,1704,1366,1717,1355
Arc,1704,1350,1717,1340
Arc,1704,1350,1717,1340
Arc,1704,1297,1717,1287
Arc,1704,1297,1717,1287
Arc,xmin,ymin,xmax,ymax
Circle,1763,1727,1770,1717
Circle,1763,1727,1770,1717
Arc,xmin,ymin,xmax,ymax
Circle,2070,1870,2082,1857
Circle,2070,1870,2082,1857
Arc,xmin,ymin,xmax,ymax
Circle,2070,1813,2082,1801
Circle,2070,1813,2082,1801
Arc,2090,1862,2108,1808
Arc,2090,1862,2108,1808
Arc,963,1082,967,1061
Arc,963,1082,967,1061
Arc,975,1107,980,1086
Arc,975,1107,980,1086
Arc,xmin,ymin,xmax,ymax
Circle,1126,1870,1140,1857
Circle,1126,1870,1140,1857
Arc,xmin,ymin,xmax,ymax
Circle,1126,1813,1140,1801
Circle,1126,1813,1140,1801
Arc,1146,1862,1164,1808
Arc,1146,1862,1164,1808
Arc,xmin,ymin,xmax,ymax
Circle,1112,1484,1125,1473
Circle,1112,1484,1125,1473
Arc,1112,1229,1125,1219
Arc,1112,1229,1125,1219
Arc,xmin,ymin,xmax,ymax
Circle,1137,1485,1152,1475
Circle,1137,1485,1152,1475
Arc,1128,1082,1132,1061
Arc,1128,1082,1132,1061
Arc,1159,1107,1164,1086
Arc,1159,1107,1164,1086
Arc,xmin,ymin,xmax,ymax
Circle,2259,1870,2271,1857
Circle,2259,1870,2271,1857
Arc,xmin,ymin,xmax,ymax
Circle,2259,1813,2271,1801
Circle,2259,1813,2271,1801
Arc,2279,1862,2296,1808
Arc,2279,1862,2296,1808
Arc,2313,1778,2327,1767
Arc,2313,1778,2327,1767
Arc,xmin,ymin,xmax,ymax
Circle,4571,1941,4576,1933
Circle,4571,1941,4576,1933
Arc,xmin,ymin,xmax,ymax
Circle,4571,1941,4576,1934
Circle,4571,1941,4576,1934
Arc,xmin,ymin,xmax,ymax
Circle,4700,1867,4706,1859
Circle,4700,1867,4706,1859
Arc,xmin,ymin,xmax,ymax
Circle,4808,1867,4812,1859
Circle,4808,1867,4812,1859
Arc,xmin,ymin,xmax,ymax
Circle,4814,1867,4819,1859
Circle,4814,1867,4819,1859
Arc,xmin,ymin,xmax,ymax
Circle,4821,1867,4824,1862
Circle,4821,1867,4824,1862
Arc,xmin,ymin,xmax,ymax
Circle,4824,1867,4827,1862
Circle,4824,1867,4827,1862
Arc,xmin,ymin,xmax,ymax
Circle,4791,1907,4796,1900
Circle,4791,1907,4796,1900
Arc,4801,1907,4805,1903
Arc,4801,1907,4805,1903
Arc,xmin,ymin,xmax,ymax
Circle,4814,1907,4818,1902
Circle,4814,1907,4818,1902
Arc,xmin,ymin,xmax,ymax
Circle,4818,1907,4822,1902
Circle,4818,1907,4822,1902
Arc,xmin,ymin,xmax,ymax
Circle,4705,1922,4709,1913
Circle,4705,1922,4709,1913
Arc,xmin,ymin,xmax,ymax
Circle,4705,1922,4709,1914
Circle,4705,1922,4709,1914
Arc,xmin,ymin,xmax,ymax
Circle,4520,1918,4592,1847
Circle,4520,1918,4592,1847
