Polyline,X,Y
1,1321,1309
1,1325,1304
2,1325,1302
3,1323,1300
4,1320,1300
5,1318,1301
6,1317,1303
7,1317,1305
8,1318,1307
9,1320,1309
10,1323,1308
11,1325,1306
12,1325,1304
1,1325,1264
2,1325,1262
3,1323,1260
4,1320,1260
5,1318,1261
6,1317,1263
7,1317,1265
8,1318,1268
9,1320,1269
10,1323,1268
11,1325,1267
12,1325,1264
1,1331,1304
2,1336,1300
3,1340,1296
4,1342,1290
5,1343,1284
6,1343,1279
7,1340,1273
8,1337,1268
9,1332,1265
1,1321,1139
2,1321,810
1,1364,1320
2,1362,1320
3,1360,1319
4,1359,1319
5,1356,1320
6,1355,1320
1,1364,1317
2,1355,1314
3,1364,1310
1,1361,1316
2,1361,1311
1,1355,1296
2,1364,1296
1,1355,1299
2,1355,1293
1,1364,1290
2,1355,1290
3,1355,1286
4,1355,1285
5,1355,1284
6,1356,1284
7,1358,1284
8,1359,1284
9,1359,1285
10,1360,1286
11,1360,1290
1,1364,1271
2,1355,1271
3,1364,1267
4,1355,1264
5,1364,1264
1,1357,1253
2,1356,1254
3,1355,1255
4,1355,1256
5,1355,1258
6,1355,1258
7,1356,1259
8,1357,1260
9,1358,1260
10,1360,1260
11,1362,1260
12,1363,1259
13,1364,1258
14,1364,1258
15,1364,1256
16,1364,1255
17,1363,1254
18,1362,1253
1,1357,1244
2,1356,1244
3,1355,1245
4,1355,1246
5,1355,1248
6,1355,1249
7,1356,1250
8,1357,1250
9,1358,1251
10,1360,1251
11,1362,1250
12,1363,1250
13,1364,1249
14,1364,1248
15,1364,1246
16,1364,1245
17,1363,1244
18,1362,1244
1,1359,1236
2,1360,1235
3,1360,1235
4,1361,1234
5,1362,1234
6,1363,1235
7,1364,1235
8,1364,1236
9,1364,1241
10,1355,1241
11,1355,1236
12,1355,1235
13,1355,1235
14,1356,1234
15,1357,1234
16,1358,1235
17,1359,1235
18,1359,1236
19,1359,1241
1,1373,1300
2,1372,1300
3,1371,1299
4,1371,1299
5,1371,1298
6,1371,1296
7,1371,1295
8,1372,1294
9,1374,1294
10,1374,1295
11,1376,1295
12,1380,1300
13,1380,1294
1,1371,1285
2,1371,1290
3,1375,1290
4,1374,1290
5,1374,1289
6,1374,1287
7,1374,1286
8,1375,1285
9,1377,1284
10,1377,1284
11,1379,1285
12,1380,1286
13,1380,1287
14,1380,1289
15,1380,1290
16,1380,1290
17,1379,1291
1,1371,1272
2,1380,1272
1,1374,1267
2,1379,1272
1,1377,1269
2,1380,1267
1,1380,1265
2,1371,1261
3,1380,1258
1,1377,1264
