Arc,xmin,ymin,xmax,ymax
Circle,6316,105,6325,96
Circle,6316,105,6325,96
Circle,6328,107,6337,96
Circle,6328,107,6337,96
Circle,6290,116,6315,106
Circle,6290,116,6315,106
Circle,6356,101,6371,93
Circle,6356,101,6371,93
Circle,6365,119,6380,111
Circle,6365,119,6380,111
Circle,6380,119,6392,112
Circle,6380,119,6392,112
Circle,6393,120,6406,112
Circle,6393,120,6406,112
Circle,6388,102,6407,94
Circle,6388,102,6407,94
Circle,6111,212,6119,198
Circle,6111,212,6119,198
Circle,6094,145,6125,135
Circle,6094,145,6125,135
Circle,6034,143,6070,133
Circle,6034,143,6070,133
Circle,5999,152,6009,109
Circle,5999,152,6009,109
Circle,5998,168,6042,157
Circle,5998,168,6042,157
Circle,6185,227,6217,218
Circle,6185,227,6217,218
Circle,6057,250,6089,241
Circle,6057,250,6089,241
Circle,6057,239,6080,230
Circle,6057,239,6080,230
Circle,6094,134,6125,123
Circle,6094,134,6125,123
Circle,6075,127,6103,111
Circle,6075,127,6103,111
Circle,6249,96,6265,88
Circle,6249,96,6265,88
Circle,6237,95,6248,87
Circle,6237,95,6248,87
Circle,6250,106,6264,97
Circle,6250,106,6264,97
Circle,6225,113,6249,105
Circle,6225,113,6249,105
Circle,6238,127,6249,119
Circle,6238,127,6249,119
Circle,6266,139,6270,130
Circle,6266,139,6270,130
Circle,6241,139,6266,129
Circle,6241,139,6266,129
Circle,6252,151,6270,141
Circle,6252,151,6270,141
Circle,6209,94,6224,86
Circle,6209,94,6224,86
Circle,6193,93,6209,86
Circle,6193,93,6209,86
Circle,6209,103,6223,95
Circle,6209,103,6223,95
Circle,6207,112,6223,104
Circle,6207,112,6223,104
Circle,6183,91,6191,82
Circle,6183,91,6191,82
Circle,6240,162,6269,152
Circle,6240,162,6269,152
Circle,6206,161,6240,151
Circle,6206,161,6240,151
Circle,6259,213,6269,179
Circle,6259,213,6269,179
Circle,6248,202,6258,179
Circle,6248,202,6258,179
Circle,6236,201,6246,178
Circle,6236,201,6246,178
Circle,6246,249,6256,223
Circle,6246,249,6256,223
Circle,6234,262,6277,251
Circle,6234,262,6277,251
Circle,6220,262,6230,218
Circle,6220,262,6230,218
Circle,6185,212,6199,195
Circle,6185,212,6199,195
Circle,6186,250,6217,241
Circle,6186,250,6217,241
Circle,6169,367,6197,329
Circle,6169,367,6197,329
Circle,5859,167,5882,153
Circle,5859,167,5882,153
Circle,5792,544,5811,526
Circle,5792,544,5811,526
Circle,5791,585,5837,527
Circle,5791,585,5837,527
Circle,5913,283,5958,269
Circle,5913,283,5958,269
Circle,6363,473,6407,434
Circle,6363,473,6407,434
Circle,5598,598,5601,586
Circle,5598,598,5601,586
Circle,5943,299,5952,285
Circle,5943,299,5952,285
Circle,6052,576,6096,529
Circle,6052,576,6096,529
Circle,5971,351,5987,338
Circle,5971,351,5987,338
Circle,6285,527,6339,481
Circle,6285,527,6339,481
Circle,6166,329,6184,319
Circle,6166,329,6184,319
Circle,5791,625,5836,589
Circle,5791,625,5836,589
Circle,6323,239,6367,230
Circle,6323,239,6367,230
Circle,5719,803,5726,739
Circle,5719,803,5726,739
Circle,6203,584,6249,531
Circle,6203,584,6249,531
Circle,5888,351,5908,325
Circle,5888,351,5908,325
Circle,5912,370,5930,356
Circle,5912,370,5930,356
Circle,5686,656,5700,649
Circle,5686,656,5700,649
Circle,5607,532,5627,526
Circle,5607,532,5627,526
Circle,5723,673,5729,600
Circle,5723,673,5729,600
Circle,5962,335,5970,302
Circle,5962,335,5970,302
Circle,5742,806,5781,723
Circle,5742,806,5781,723
Circle,6237,177,6281,167
Circle,6237,177,6281,167
Circle,5877,115,5903,104
Circle,5877,115,5903,104
Circle,6132,312,6142,279
Circle,6132,312,6142,279
Circle,5693,710,5698,704
Circle,5693,710,5698,704
Circle,6173,101,6180,96
Circle,6173,101,6180,96
Circle,6104,629,6147,586
Circle,6104,629,6147,586
Circle,6104,584,6148,530
Circle,6104,584,6148,530
Circle,6354,212,6364,202
Circle,6354,212,6364,202
Circle,6447,168,6470,159
Circle,6447,168,6470,159
Circle,6343,527,6409,482
Circle,6343,527,6409,482
Circle,5804,146,5814,102
Circle,5804,146,5814,102
Circle,5609,672,5639,654
Circle,5609,672,5639,654
Circle,6051,628,6095,581
Circle,6051,628,6095,581
Circle,5746,452,5813,423
Circle,5746,452,5813,423
Circle,5746,467,5813,455
Circle,5746,467,5813,455
Circle,5658,569,5723,554
Circle,5658,569,5723,554
Circle,5731,599,5732,579
Circle,5731,599,5732,579
Circle,5762,724,5809,702
Circle,5762,724,5809,702
Circle,5699,755,5716,739
Circle,5699,755,5716,739
Circle,5911,767,5957,703
Circle,5911,767,5957,703
Circle,5815,416,5848,400
Circle,5815,416,5848,400
Circle,5984,351,5987,347
Circle,5984,351,5987,347
Circle,6178,313,6241,304
Circle,6178,313,6241,304
Circle,6085,727,6094,719
Circle,6085,727,6094,719
Circle,6025,224,6028,217
Circle,6025,224,6028,217
Circle,6193,111,6207,103
Circle,6193,111,6207,103
Circle,6350,156,6395,147
Circle,6350,156,6395,147
Circle,6263,128,6277,120
Circle,6263,128,6277,120
Circle,5952,363,5987,356
Circle,5952,363,5987,356
Circle,6415,388,6434,380
Circle,6415,388,6434,380
Circle,6445,110,6470,103
Circle,6445,110,6470,103
Circle,5722,731,5729,678
Circle,5722,731,5729,678
Circle,5721,776,5729,740
Circle,5721,776,5729,740
Circle,5721,803,5730,777
Circle,5721,803,5730,777
Circle,5813,249,5833,234
Circle,5813,249,5833,234
Circle,5856,326,5870,325
Circle,5856,326,5870,325
Circle,6152,125,6205,115
Circle,6152,125,6205,115
Circle,6074,106,6094,98
Circle,6074,106,6094,98
Circle,5988,102,5996,86
Circle,5988,102,5996,86
Circle,6236,104,6248,96
Circle,6236,104,6248,96
Circle,6327,682,6407,636
Circle,6327,682,6407,636
Circle,6140,756,6158,720
Circle,6140,756,6158,720
Circle,6363,632,6408,578
Circle,6363,632,6408,578
Circle,6414,590,6459,533
Circle,6414,590,6459,533
Circle,6061,769,6093,759
Circle,6061,769,6093,759
Circle,6185,725,6225,707
Circle,6185,725,6225,707
Circle,6185,747,6225,729
Circle,6185,747,6225,729
Circle,6125,698,6228,675
Circle,6125,698,6228,675
Circle,6363,578,6409,532
Circle,6363,578,6409,532
Circle,6466,819,6475,713
Circle,6466,819,6475,713
Circle,5634,262,5745,195
Circle,5634,262,5745,195
Circle,5609,476,5658,427
Circle,5609,476,5658,427
Circle,5598,438,5609,423
Circle,5598,438,5609,423
Circle,5605,467,5631,442
Circle,5605,467,5631,442
Circle,5752,334,5761,321
Circle,5752,334,5761,321
Circle,5762,334,5780,321
Circle,5762,334,5780,321
Circle,5783,334,5806,320
Circle,5783,334,5806,320
Circle,5811,297,5825,284
Circle,5811,297,5825,284
Circle,5811,316,5825,298
Circle,5811,316,5825,298
Circle,5800,283,5825,269
Circle,5800,283,5825,269
Circle,5777,283,5799,269
Circle,5777,283,5799,269
Circle,5794,300,5808,286
Circle,5794,300,5808,286
Circle,5801,395,5814,378
Circle,5801,395,5814,378
Circle,5778,300,5787,286
Circle,5778,300,5787,286
Circle,5851,421,5865,411
Circle,5851,421,5865,411
Circle,5851,409,5865,394
Circle,5851,409,5865,394
Circle,5761,351,5779,338
Circle,5761,351,5779,338
Circle,5830,283,5855,269
Circle,5830,283,5855,269
Circle,5753,283,5776,269
Circle,5753,283,5776,269
Circle,5676,185,5704,171
Circle,5676,185,5704,171
Circle,5673,193,5692,185
Circle,5673,193,5692,185
Circle,5704,188,5727,173
Circle,5704,188,5727,173
Circle,5692,195,5711,187
Circle,5692,195,5711,187
Circle,5598,195,5641,183
Circle,5598,195,5641,183
Circle,5754,262,5814,103
Circle,5754,262,5814,103
Circle,5821,246,5836,234
Circle,5821,246,5836,234
Circle,6207,278,6241,269
Circle,6207,278,6241,269
Circle,5750,367,5758,335
Circle,5750,367,5758,335
Circle,6413,664,6458,641
Circle,6413,664,6458,641
Circle,6084,673,6095,634
Circle,6084,673,6095,634
Circle,5779,71,5835,56
Circle,5779,71,5835,56
Circle,5659,135,5832,64
Circle,5659,135,5832,64
Circle,6367,110,6382,102
Circle,6367,110,6382,102
Circle,5813,262,5865,246
Circle,5813,262,5865,246
Circle,5971,655,6024,632
Circle,5971,655,6024,632
Circle,6095,212,6105,200
Circle,6095,212,6105,200
Circle,6287,303,6296,279
Circle,6287,303,6296,279
Circle,6287,329,6296,304
Circle,6287,329,6296,304
Circle,6396,313,6418,304
Circle,6396,313,6418,304
Circle,6414,328,6454,319
Circle,6414,328,6454,319
Circle,6466,797,6473,770
Circle,6466,797,6473,770
Circle,6043,380,6067,364
Circle,6043,380,6067,364
Circle,6043,363,6057,338
Circle,6043,363,6057,338
Circle,5997,278,6033,269
Circle,5997,278,6033,269
Circle,5994,313,6003,279
Circle,5994,313,6003,279
Circle,6166,278,6205,269
Circle,6166,278,6205,269
Circle,6141,278,6161,269
Circle,6141,278,6161,269
Circle,5966,696,6057,682
Circle,5966,696,6057,682
Circle,5813,821,5832,795
Circle,5813,821,5832,795
Circle,6128,664,6170,634
Circle,6128,664,6170,634
Circle,5682,533,5723,510
Circle,5682,533,5723,510
Circle,5671,517,5684,483
Circle,5671,517,5684,483
Circle,6291,681,6323,636
Circle,6291,681,6323,636
Circle,6002,590,6024,564
Circle,6002,590,6024,564
Circle,6411,474,6460,425
Circle,6411,474,6460,425
Circle,5824,467,5862,434
Circle,5824,467,5862,434
Circle,6436,423,6460,409
Circle,6436,423,6460,409
Circle,5687,655,5699,648
Circle,5687,655,5699,648
Circle,6291,700,6408,685
Circle,6291,700,6408,685
Circle,5643,561,5651,546
Circle,5643,561,5651,546
Circle,5598,520,5616,494
Circle,5598,520,5616,494
Circle,5836,808,5882,771
Circle,5836,808,5882,771
Circle,5665,499,5671,485
Circle,5665,499,5671,485
Circle,5660,524,5671,502
Circle,5660,524,5671,502
Circle,5933,79,5940,74
Circle,5933,79,5940,74
Circle,5949,91,5956,84
Circle,5949,91,5956,84
Circle,5946,239,5975,230
Circle,5946,239,5975,230
Circle,5946,262,5977,253
Circle,5946,262,5977,253
Circle,5930,250,5975,241
Circle,5930,250,5975,241
Circle,5897,239,5911,230
Circle,5897,239,5911,230
Circle,5882,250,5897,242
Circle,5882,250,5897,242
Circle,5815,112,5862,102
Circle,5815,112,5862,102
Circle,5887,150,5931,139
Circle,5887,150,5931,139
Circle,6157,101,6171,93
Circle,6157,101,6171,93
Circle,6103,121,6119,113
Circle,6103,121,6119,113
Circle,6073,155,6091,140
Circle,6073,155,6091,140
Circle,6010,154,6039,143
Circle,6010,154,6039,143
Circle,6242,278,6277,269
Circle,6242,278,6277,269
Circle,5897,321,5908,305
Circle,5897,321,5908,305
Circle,5864,302,5877,286
Circle,5864,302,5877,286
Circle,5856,283,5878,269
Circle,5856,283,5878,269
Circle,5847,302,5861,286
Circle,5847,302,5861,286
Circle,6185,403,6217,391
Circle,6185,403,6217,391
Circle,6235,393,6244,373
Circle,6235,393,6244,373
Circle,6217,332,6230,319
Circle,6217,332,6230,319
Circle,6200,332,6214,319
Circle,6200,332,6214,319
Circle,5870,339,5877,325
Circle,5870,339,5877,325
Circle,5847,351,5855,325
Circle,5847,351,5855,325
Circle,5780,351,5798,338
Circle,5780,351,5798,338
Circle,5818,400,5832,383
Circle,5818,400,5832,383
Circle,5902,425,5915,407
Circle,5902,425,5915,407
Circle,5935,396,5949,374
Circle,5935,396,5949,374
Circle,5935,424,5949,397
Circle,5935,424,5949,397
Circle,6113,361,6118,334
Circle,6113,361,6118,334
Circle,6182,392,6216,379
Circle,6182,392,6216,379
Circle,6149,383,6172,372
Circle,6149,383,6172,372
Circle,6139,407,6149,375
Circle,6139,407,6149,375
Circle,6069,302,6096,293
Circle,6069,302,6096,293
Circle,6077,347,6091,335
Circle,6077,347,6091,335
Circle,5838,213,5844,168
Circle,5838,213,5844,168
Circle,5957,200,5968,153
Circle,5957,200,5968,153
Circle,6054,87,6069,79
Circle,6054,87,6069,79
Circle,6151,227,6184,218
Circle,6151,227,6184,218
Circle,6383,262,6417,253
Circle,6383,262,6417,253
Circle,6289,177,6298,157
Circle,6289,177,6298,157
Circle,6288,213,6297,193
Circle,6288,213,6297,193
Circle,6311,201,6321,178
Circle,6311,201,6321,178
Circle,6289,156,6298,121
Circle,6289,156,6298,121
Circle,6328,95,6338,86
Circle,6328,95,6338,86
Circle,6341,118,6353,109
Circle,6341,118,6353,109
Circle,6040,155,6069,145
Circle,6040,155,6069,145
Circle,6249,114,6264,106
Circle,6249,114,6264,106
Circle,6207,125,6213,118
Circle,6207,125,6213,118
Circle,6230,150,6251,140
Circle,6230,150,6251,140
Circle,6180,239,6207,229
Circle,6180,239,6207,229
Circle,6267,100,6288,96
Circle,6267,100,6288,96
Circle,5959,314,5986,269
Circle,5959,314,5986,269
Circle,6071,62,6078,48
Circle,6071,62,6078,48
Circle,6249,127,6262,119
Circle,6249,127,6262,119
Circle,5743,694,5907,577
Circle,5743,694,5907,577
Circle,5721,815,5730,806
Circle,5721,815,5730,806
Circle,5743,716,5760,701
Circle,5743,716,5760,701
Circle,6039,678,6058,659
Circle,6039,678,6058,659
Circle,5717,472,5731,466
Circle,5717,472,5731,466
Circle,6182,111,6193,93
Circle,6182,111,6193,93
Circle,6360,732,6457,709
Circle,6360,732,6457,709
Circle,6253,631,6307,585
Circle,6253,631,6307,585
Circle,6410,526,6460,483
Circle,6410,526,6460,483
Circle,6433,533,6459,524
Circle,6433,533,6459,524
Circle,5598,386,5625,366
Circle,5598,386,5625,366
Circle,5674,468,5735,389
Circle,5674,468,5735,389
Circle,5801,377,5814,367
Circle,5801,377,5814,367
Circle,5769,401,5798,379
Circle,5769,401,5798,379
Circle,5762,316,5784,303
Circle,5762,316,5784,303
Circle,5598,171,5613,144
Circle,5598,171,5613,144
Circle,5711,197,5729,189
Circle,5711,197,5729,189
Circle,5660,175,5747,139
Circle,5660,175,5747,139
Circle,5817,245,5851,218
Circle,5817,245,5851,218
Circle,6379,359,6389,331
Circle,6379,359,6389,331
Circle,6318,388,6340,378
Circle,6318,388,6340,378
Circle,6310,352,6319,331
Circle,6310,352,6319,331
Circle,6348,302,6383,293
Circle,6348,302,6383,293
Circle,6447,313,6475,304
Circle,6447,313,6475,304
Circle,6055,393,6078,382
Circle,6055,393,6078,382
Circle,6018,420,6026,394
Circle,6018,420,6026,394
Circle,6006,422,6015,378
Circle,6006,422,6015,378
Circle,6098,400,6126,389
Circle,6098,400,6126,389
Circle,6056,404,6064,395
Circle,6056,404,6064,395
Circle,6005,302,6033,293
Circle,6005,302,6033,293
Circle,5886,795,5931,772
Circle,5886,795,5931,772
Circle,5895,468,5921,453
Circle,5895,468,5921,453
Circle,5631,541,5645,525
Circle,5631,541,5645,525
Circle,5695,488,5697,470
Circle,5695,488,5697,470
Circle,5817,521,5863,501
Circle,5817,521,5863,501
Circle,6254,563,6308,533
Circle,6254,563,6308,533
Circle,5626,521,5650,496
Circle,5626,521,5650,496
Circle,6001,610,6047,565
Circle,6001,610,6047,565
Circle,5814,765,5859,728
Circle,5814,765,5859,728
Circle,5973,523,6023,502
Circle,5973,523,6023,502
Circle,5693,769,5697,760
Circle,5693,769,5697,760
Circle,6185,329,6197,319
Circle,6185,329,6197,319
Circle,6299,133,6319,121
Circle,6299,133,6319,121
Circle,5946,172,5956,146
Circle,5946,172,5956,146
Circle,5883,239,5897,230
Circle,5883,239,5897,230
Circle,5873,197,5888,170
Circle,5873,197,5888,170
Circle,5908,213,5922,185
Circle,5908,213,5922,185
Circle,5934,117,5943,106
Circle,5934,117,5943,106
Circle,5933,150,5943,118
Circle,5933,150,5943,118
Circle,5983,148,5992,120
Circle,5983,148,5992,120
Circle,6155,147,6182,138
Circle,6155,147,6182,138
Circle,6107,97,6121,85
Circle,6107,97,6121,85
Circle,6071,77,6074,68
Circle,6071,77,6074,68
Circle,5994,262,6038,253
Circle,5994,262,6038,253
Circle,6010,141,6029,132
Circle,6010,141,6029,132
Circle,5997,192,6007,167
Circle,5997,192,6007,167
Circle,6018,250,6028,225
Circle,6018,250,6028,225
Circle,6241,313,6268,304
Circle,6241,313,6268,304
Circle,5945,320,5959,302
Circle,5945,320,5959,302
Circle,5913,319,5926,285
Circle,5913,319,5926,285
Circle,5929,351,5970,338
Circle,5929,351,5970,338
Circle,5880,321,5893,303
Circle,5880,321,5893,303
Circle,6236,328,6258,319
Circle,6236,328,6258,319
Circle,5785,316,5808,303
Circle,5785,316,5808,303
Circle,5784,390,5798,368
Circle,5784,390,5798,368
Circle,5760,370,5781,354
Circle,5760,370,5781,354
Circle,5868,392,5882,374
Circle,5868,392,5882,374
Circle,5919,424,5932,397
Circle,5919,424,5932,397
Circle,6132,361,6137,327
Circle,6132,361,6137,327
Circle,6113,372,6137,361
Circle,6113,372,6137,361
Circle,6150,395,6173,384
Circle,6150,395,6173,384
Circle,6151,406,6183,395
Circle,6151,406,6183,395
Circle,6060,347,6074,335
Circle,6060,347,6074,335
Circle,6046,205,6060,197
Circle,6046,205,6060,197
Circle,6044,95,6053,79
Circle,6044,95,6053,79
Circle,6409,120,6426,110
Circle,6409,120,6426,110
Circle,6429,110,6444,103
Circle,6429,110,6444,103
Circle,6338,168,6366,124
Circle,6338,168,6366,124
Circle,6440,133,6463,125
Circle,6440,133,6463,125
Circle,6312,158,6322,136
Circle,6312,158,6322,136
Circle,6448,101,6463,94
Circle,6448,101,6463,94
Circle,6096,194,6110,180
Circle,6096,194,6110,180
Circle,6149,262,6166,253
Circle,6149,262,6166,253
Circle,6272,163,6282,128
Circle,6272,163,6282,128
Circle,6422,220,6433,197
Circle,6422,220,6433,197
Circle,6396,250,6405,208
Circle,6396,250,6405,208
Circle,6322,262,6350,253
Circle,6322,262,6350,253
Circle,6298,213,6332,204
Circle,6298,213,6332,204
Circle,6324,178,6333,166
Circle,6324,178,6333,166
Circle,6372,101,6387,93
Circle,6372,101,6387,93
Circle,6185,193,6232,165
Circle,6185,193,6232,165
Circle,6269,252,6281,178
Circle,6269,252,6281,178
Circle,6193,102,6208,94
Circle,6193,102,6208,94
Circle,6213,126,6238,118
Circle,6213,126,6238,118
Circle,6258,250,6268,216
Circle,6258,250,6268,216
Circle,6234,249,6244,222
Circle,6234,249,6244,222
Circle,6127,408,6139,376
Circle,6127,408,6139,376
Circle,6324,165,6333,136
Circle,6324,165,6333,136
Circle,5972,335,5986,319
Circle,5972,335,5986,319
Circle,6012,754,6033,718
Circle,6012,754,6033,718
Circle,5693,716,5699,712
Circle,5693,716,5699,712
Circle,5693,710,5699,703
Circle,5693,710,5699,703
Circle,5625,716,5641,702
Circle,5625,716,5641,702
Circle,6073,727,6094,706
Circle,6073,727,6094,706
Circle,6174,666,6225,647
Circle,6174,666,6225,647
Circle,6465,786,6467,714
Circle,6465,786,6467,714
Circle,5752,316,5760,284
Circle,5752,316,5760,284
Circle,5657,191,5674,177
Circle,5657,191,5674,177
Circle,6153,583,6198,530
Circle,6153,583,6198,530
