Polyline,X,Y
1,1058,1580
2,1058,1580
3,1057,1581
4,1057,1581
5,1057,1582
6,1057,1582
7,1058,1582
8,1059,1581
9,1059,1580
10,1059,1580
11,1060,1580
12,1060,1581
13,1060,1581
14,1060,1582
15,1059,1582
16,1059,1583
1,1536,1593
2,1536,1593
3,1536,1594
4,1536,1594
5,1536,1594
6,1537,1595
7,1537,1594
8,1537,1594
9,1537,1593
10,1537,1593
11,1537,1592
12,1538,1592
13,1538,1593
14,1539,1593
15,1539,1594
16,1538,1594
1,1543,1590
2,1543,1590
3,1544,1589
4,1543,1588
5,1543,1588
6,1542,1588
7,1542,1588
8,1542,1588
9,1542,1590
10,1542,1590
11,1542,1590
12,1541,1590
13,1541,1590
14,1540,1589
15,1540,1589
16,1541,1588
1,1104,1444
2,1077,1533
1,1094,1485
2,1094,1485
3,1094,1486
4,1094,1486
5,1094,1486
6,1094,1486
7,1093,1486
8,1093,1486
9,1093,1485
10,1093,1486
1,1093,1488
2,1092,1488
3,1093,1489
4,1092,1489
5,1093,1490
1,1092,1489
2,1093,1491
3,1092,1491
1,1092,1490
2,1092,1491
1,1092,1491
2,1092,1492
3,1092,1492
1,1092,1492
2,1091,1492
1,1155,375
2,1091,354
1,1124,367
2,1124,366
3,1123,367
4,1123,366
5,1122,367
1,1123,365
2,1121,367
3,1121,365
1,1122,366
2,1121,365
1,1120,366
2,1120,365
3,1119,366
1,1120,365
2,1120,365
1,1409,1316
2,1584,1374
1,1493,1342
2,1493,1342
3,1493,1341
4,1494,1341
5,1494,1342
6,1494,1342
7,1494,1342
8,1493,1343
9,1494,1343
1,1496,1342
2,1496,1344
3,1497,1343
4,1497,1344
5,1498,1343
1,1498,1344
2,1498,1343
3,1499,1344
1,1498,1344
2,1499,1344
1,1499,1343
2,1500,1344
3,1501,1344
1,1500,1344
2,1499,1345
1,1374,1493
2,1420,1508
1,1395,1497
2,1395,1497
3,1394,1497
4,1394,1497
5,1394,1498
6,1394,1498
7,1394,1499
8,1394,1499
9,1395,1499
10,1395,1498
11,1395,1498
12,1394,1498
13,1394,1498
1,1397,1498
2,1397,1499
3,1397,1498
4,1397,1500
5,1398,1499
1,1398,1500
2,1399,1499
3,1399,1500
1,1399,1499
2,1399,1500
1,1400,1499
2,1401,1500
3,1401,1500
1,1401,1500
2,1401,1501
1,1300,1511
2,1271,1602
1,1289,1552
2,1289,1552
3,1289,1552
4,1288,1552
1,1288,1552
2,1289,1553
1,1288,1553
2,1289,1552
1,1288,1555
2,1289,1555
3,1289,1554
4,1289,1554
5,1288,1554
6,1288,1553
7,1288,1553
8,1288,1554
9,1287,1554
10,1287,1554
11,1288,1555
12,1288,1554
13,1288,1554
14,1288,1553
1,1288,1557
2,1287,1557
3,1288,1557
4,1286,1557
5,1287,1558
1,1286,1558
2,1287,1559
3,1286,1559
1,1287,1558
2,1286,1559
1,1287,1560
2,1286,1560
3,1287,1561
1,1286,1560
2,1286,1560
1,1507,1552
2,1355,1501
1,1436,1530
2,1436,1530
3,1435,1530
4,1436,1529
1,1435,1529
2,1434,1529
1,1434,1528
2,1435,1529
1,1433,1529
2,1433,1529
3,1433,1529
4,1433,1529
5,1433,1529
6,1433,1528
7,1433,1528
8,1433,1528
9,1433,1529
10,1433,1529
11,1433,1529
12,1433,1529
13,1433,1529
1,1430,1529
2,1430,1527
3,1430,1528
4,1430,1527
5,1429,1528
1,1429,1527
2,1428,1528
3,1428,1526
1,1429,1527
2,1428,1527
1,1427,1527
2,1427,1527
3,1426,1527
1,1427,1527
2,1427,1526
1,2082,12
2,1905,544
3,1913,548
4,1904,544
5,1896,570
6,1907,574
1,1912,552
2,1900,548
3,2047,107
4,2109,128
1,16,491
2,103,497
3,107,463
1,1284,936
2,1279,949
3,1026,862
4,1184,383
5,1089,351
6,1043,374
7,855,312
8,867,276
1,668,1319
2,801,1362
3,837,1269
1,1278,933
2,1276,943
3,1032,860
4,1071,741
5,970,703
6,1044,482
7,1019,433
8,886,388
9,878,413
1,1226,281
2,1251,204
3,1272,211
1,16,1142
2,18,1142
3,49,1146
4,79,1151
5,107,1156
6,134,1162
7,162,1167
8,188,1173
9,202,1132
1,1913,549
2,1902,546
3,2038,136
4,2098,156
1,16,490
2,95,497
3,99,463
1,16,601
2,76,605
3,165,616
4,200,621
5,252,631
6,250,643
1,16,1142
2,18,1142
3,79,1152
4,134,1162
5,162,1168
6,192,1174
7,206,1133
1,334,1738
2,396,1424
3,443,1397
4,1052,1596
5,1127,1738
1,1274,933
2,1272,939
3,1035,858
4,1075,738
5,976,701
6,1048,480
7,1020,427
8,879,380
9,869,411
1,1283,936
2,1279,948
3,1027,862
4,1185,382
5,1089,350
6,1043,373
7,857,311
8,868,276
1,1282,936
2,1279,943
3,1031,858
4,1222,277
5,1225,278
1,668,1319
2,659,1315
3,423,1236
4,430,1217
1,16,182
2,24,182
3,109,188
4,108,199
1,1645,1303
