Polyline,X,Y
1,1998,3308
2,1998,3314
3,2438,3314
4,2438,3308
5,1998,3308
1,2323,3484
2,2326,3485
3,2326,3486
4,2327,3488
5,2327,3490
6,2326,3492
7,2326,3493
8,2323,3494
9,2317,3494
10,2317,3476
11,2323,3476
12,2326,3477
13,2326,3478
14,2327,3479
15,2327,3481
16,2326,3483
17,2326,3484
18,2323,3484
19,2317,3484
1,2271,3397
2,2271,3374
3,2262,3390
4,2275,3390
1,2285,3374
2,2281,3375
3,2280,3379
4,2279,3384
5,2279,3388
6,2280,3393
7,2281,3396
8,2285,3397
9,2286,3397
10,2289,3396
11,2290,3393
12,2291,3388
13,2291,3384
14,2290,3379
15,2289,3375
16,2286,3374
17,2285,3374
1,2301,3374
2,2299,3375
3,2297,3379
4,2296,3384
5,2296,3388
6,2297,3393
7,2299,3396
8,2301,3397
9,2303,3397
10,2305,3396
11,2307,3393
12,2308,3388
13,2308,3384
14,2307,3379
15,2305,3375
16,2303,3374
17,2301,3374
1,2328,3370
2,2312,3404
1,2342,3374
2,2333,3374
3,2332,3384
4,2333,3384
5,2336,3383
6,2338,3383
7,2341,3384
8,2342,3386
9,2343,3389
10,2343,3391
11,2342,3394
12,2341,3396
13,2338,3397
14,2336,3397
15,2333,3396
16,2332,3395
17,2332,3393
1,2346,3397
2,2353,3374
3,2359,3397
1,2349,3390
2,2357,3390
1,2275,3413
2,2274,3411
3,2272,3409
4,2271,3408
5,2267,3408
6,2266,3409
7,2264,3411
8,2263,3413
9,2262,3416
10,2262,3422
11,2263,3425
12,2264,3427
13,2266,3429
14,2267,3430
15,2271,3430
16,2272,3429
17,2274,3427
18,2275,3425
1,2285,3408
2,2285,3430
1,2278,3408
2,2290,3408
1,2302,3411
2,2302,3430
1,2295,3421
2,2309,3421
1,2316,3430
2,2316,3408
3,2322,3430
4,2330,3408
5,2330,3430
1,2337,3430
2,2337,3408
3,2347,3408
1,2337,3419
2,2343,3419
1,2337,3430
2,2347,3430
1,2355,3408
2,2355,3430
1,2350,3408
2,2361,3408
1,2366,3430
2,2366,3408
3,2377,3408
1,2366,3419
2,2373,3419
1,2366,3430
2,2377,3430
1,2382,3430
2,2382,3408
3,2389,3408
4,2392,3409
5,2392,3410
6,2393,3412
7,2393,3414
8,2392,3416
9,2392,3418
10,2389,3419
11,2382,3419
1,2388,3419
2,2393,3430
1,3953,1299
2,267,1299
1,3531,3899
2,3532,3894
3,3532,3904
4,3531,3899
5,3528,3896
6,3525,3894
7,3521,3894
8,3517,3896
9,3514,3899
10,3513,3902
11,3512,3907
12,3512,3914
13,3513,3919
14,3514,3922
15,3517,3925
16,3521,3926
17,3525,3926
18,3528,3925
19,3531,3925
20,3532,3926
21,3532,3914
1,3516,3899
2,3514,3902
3,3513,3907
4,3513,3914
5,3514,3919
6,3516,3922
1,3521,3894
2,3518,3896
3,3516,3901
4,3514,3907
5,3514,3914
6,3516,3920
7,3518,3925
8,3521,3926
1,3531,3916
2,3531,3923
1,3529,3914
2,3529,3923
3,3528,3925
1,3525,3914
2,3536,3914
1,3527,3914
2,3529,3916
1,3528,3914
2,3529,3917
1,3534,3914
2,3532,3917
1,3535,3914
2,3532,3916
1,3547,3894
2,3547,3926
1,3548,3896
2,3548,3925
1,3549,3894
2,3549,3926
1,3542,3894
2,3559,3894
3,3563,3896
4,3564,3898
5,3566,3901
6,3566,3904
7,3564,3907
8,3563,3908
9,3559,3910
10,3549,3910
1,3563,3898
2,3564,3901
3,3564,3904
4,3563,3907
1,3559,3894
2,3562,3896
3,3563,3899
4,3563,3905
5,3562,3908
6,3559,3910
1,3555,3910
2,3558,3911
3,3559,3914
4,3562,3923
5,3563,3926
6,3566,3926
7,3567,3923
8,3567,3920
1,3562,3920
2,3563,3923
3,3564,3925
4,3566,3925
1,3558,3911
2,3559,3913
3,3563,3922
4,3564,3923
5,3566,3923
6,3567,3922
1,3542,3926
2,3554,3926
1,3543,3894
2,3547,3896
1,3544,3894
2,3547,3898
1,3551,3894
2,3549,3898
1,3552,3894
2,3549,3896
1,3547,3925
2,3543,3926
1,3547,3923
2,3544,3926
1,3549,3923
2,3551,3926
1,3549,3925
2,3552,3926
1,3584,3894
2,3579,3896
3,3577,3899
4,3575,3902
5,3574,3908
6,3574,3913
7,3575,3919
8,3577,3922
9,3579,3925
10,3584,3926
11,3587,3926
12,3592,3925
13,3594,3922
14,3596,3919
15,3597,3913
16,3597,3908
17,3596,3902
18,3594,3899
19,3592,3896
20,3587,3894
21,3584,3894
1,3578,3899
2,3577,3902
3,3575,3907
4,3575,3914
5,3577,3919
6,3578,3922
1,3593,3922
2,3594,3919
3,3596,3914
4,3596,3907
5,3594,3902
6,3593,3899
1,3584,3894
2,3581,3896
3,3578,3901
4,3577,3907
5,3577,3914
6,3578,3920
7,3581,3925
8,3584,3926
1,3587,3926
2,3590,3925
3,3593,3920
4,3594,3914
5,3594,3907
6,3593,3901
7,3590,3896
8,3587,3894
1,3608,3894
2,3608,3917
3,3609,3922
4,3612,3925
5,3616,3926
6,3619,3926
7,3623,3925
8,3627,3922
9,3628,3917
10,3628,3896
1,3609,3896
2,3609,3919
3,3611,3922
1,3611,3894
2,3611,3919
3,3612,3923
4,3613,3925
5,3616,3926
1,3604,3894
2,3615,3894
1,3623,3894
2,3632,3894
1,3605,3894
2,3608,3896
1,3606,3894
2,3608,3898
1,3612,3894
2,3611,3898
1,3613,3894
2,3611,3896
1,3625,3894
2,3628,3896
3,3631,3894
1,3642,3925
2,3642,3894
3,3661,3926
1,3643,3894
2,3659,3922
1,3644,3894
2,3661,3922
1,3661,3896
2,3661,3926
1,3638,3894
2,3644,3894
1,3657,3894
2,3666,3894
1,3638,3926
2,3646,3926
1,3639,3894
2,3642,3896
1,3658,3894
2,3661,3896
3,3665,3894
1,3639,3926
2,3642,3925
3,3644,3926
1,3675,3894
2,3675,3926
1,3677,3896
2,3677,3925
1,3678,3894
2,3678,3926
1,3671,3894
2,3685,3894
3,3689,3896
4,3692,3899
5,3693,3902
6,3695,3907
7,3695,3914
8,3693,3919
9,3692,3922
10,3689,3925
11,3685,3926
12,3671,3926
1,3691,3899
2,3692,3902
3,3693,3907
4,3693,3914
5,3692,3919
6,3691,3922
1,3685,3894
2,3688,3896
3,3691,3901
4,3692,3907
5,3692,3914
6,3691,3920
7,3688,3925
8,3685,3926
1,3673,3894
2,3675,3896
1,3674,3894
2,3675,3898
1,3679,3894
2,3678,3898
1,3681,3894
2,3678,3896
1,3675,3925
2,3673,3926
1,3675,3923
2,3674,3926
1,3678,3923
2,3679,3926
1,3678,3925
2,3681,3926
1,3735,3894
2,3735,3926
1,3737,3896
2,3737,3925
1,3738,3894
2,3738,3926
1,3731,3894
2,3754,3894
3,3754,3904
1,3738,3910
2,3747,3910
1,3747,3904
2,3747,3916
1,3731,3926
2,3743,3926
1,3733,3894
2,3735,3896
1,3734,3894
2,3735,3898
1,3739,3894
2,3738,3898
1,3741,3894
2,3738,3896
1,3747,3894
2,3754,3896
1,3750,3894
2,3754,3898
1,3751,3894
2,3754,3899
1,3753,3894
2,3754,3904
1,3747,3904
2,3746,3910
3,3747,3916
1,3747,3907
2,3744,3910
3,3747,3913
1,3747,3908
2,3741,3910
3,3747,3911
1,3735,3925
2,3733,3926
1,3735,3923
2,3734,3926
1,3738,3923
2,3739,3926
1,3738,3925
2,3741,3926
1,3764,3894
2,3764,3926
1,3765,3896
2,3765,3925
1,3766,3894
2,3766,3926
1,3759,3894
2,3770,3894
1,3759,3926
2,3780,3926
3,3780,3917
1,3761,3894
2,3764,3896
1,3762,3894
2,3764,3898
1,3768,3894
2,3766,3898
1,3769,3894
2,3766,3896
1,3764,3925
2,3761,3926
1,3764,3923
2,3762,3926
1,3766,3923
2,3768,3926
1,3766,3925
2,3769,3926
1,3773,3926
2,3780,3925
1,3776,3926
2,3780,3923
1,3777,3926
2,3780,3922
1,3779,3926
2,3780,3917
1,3796,3894
2,3792,3896
3,3789,3899
4,3788,3902
5,3786,3908
6,3786,3913
7,3788,3919
8,3789,3922
9,3792,3925
10,3796,3926
11,3799,3926
12,3803,3925
13,3806,3922
14,3807,3919
15,3808,3913
16,3808,3908
17,3807,3902
18,3806,3899
19,3803,3896
20,3799,3894
21,3796,3894
1,3791,3899
2,3789,3902
3,3788,3907
4,3788,3914
5,3789,3919
6,3791,3922
1,3804,3922
2,3806,3919
3,3807,3914
4,3807,3907
5,3806,3902
6,3804,3899
1,3796,3894
2,3793,3896
3,3791,3901
4,3789,3907
5,3789,3914
6,3791,3920
7,3793,3925
8,3796,3926
1,3799,3926
2,3801,3925
3,3804,3920
4,3806,3914
5,3806,3907
6,3804,3901
7,3801,3896
8,3799,3894
1,3827,3894
2,3823,3896
3,3819,3899
4,3818,3902
5,3816,3908
6,3816,3913
7,3818,3919
8,3819,3922
9,3823,3925
10,3827,3926
11,3830,3926
12,3834,3925
13,3837,3922
14,3838,3919
15,3839,3913
16,3839,3908
17,3838,3902
18,3837,3899
19,3834,3896
20,3830,3894
21,3827,3894
1,3822,3899
2,3819,3902
3,3818,3907
4,3818,3914
5,3819,3919
6,3822,3922
1,3835,3922
2,3837,3919
3,3838,3914
4,3838,3907
5,3837,3902
6,3835,3899
1,3827,3894
2,3824,3896
3,3822,3901
4,3819,3907
5,3819,3914
6,3822,3920
7,3824,3925
8,3827,3926
1,3830,3926
2,3833,3925
3,3835,3920
4,3837,3914
5,3837,3907
6,3835,3901
7,3833,3896
8,3830,3894
1,3850,3894
2,3850,3926
1,3852,3896
2,3852,3925
1,3853,3894
2,3853,3926
1,3846,3894
2,3864,3894
3,3868,3896
4,3869,3898
5,3871,3901
6,3871,3904
7,3869,3907
8,3868,3908
9,3864,3910
10,3853,3910
1,3868,3898
2,3869,3901
3,3869,3904
4,3868,3907
1,3864,3894
2,3866,3896
3,3868,3899
4,3868,3905
5,3866,3908
6,3864,3910
1,3858,3910
2,3862,3911
3,3864,3914
4,3866,3923
5,3868,3926
6,3871,3926
7,3872,3923
8,3872,3920
1,3866,3920
2,3868,3923
3,3869,3925
4,3871,3925
1,3862,3911
2,3864,3913
3,3868,3922
4,3869,3923
5,3871,3923
6,3872,3922
1,3846,3926
2,3857,3926
1,3848,3894
2,3850,3896
1,3849,3894
2,3850,3898
1,3854,3894
2,3853,3898
1,3856,3894
2,3853,3896
1,3850,3925
2,3848,3926
1,3850,3923
2,3849,3926
1,3853,3923
2,3854,3926
1,3853,3925
2,3856,3926
1,3502,3934
2,3870,3934
1,2064,3890
2,2064,3872
3,2072,3872
1,2064,3880
2,2069,3880
1,2076,3890
2,2076,3872
3,2082,3872
4,2084,3873
5,2085,3875
6,2085,3877
7,2084,3878
8,2084,3879
9,2082,3880
10,2076,3880
1,2080,3880
2,2085,3890
1,2094,3872
2,2093,3873
3,2092,3874
4,2091,3876
5,2090,3878
6,2090,3883
7,2091,3885
8,2092,3887
9,2093,3888
10,2094,3890
11,2097,3890
12,2098,3888
13,2100,3887
14,2100,3885
15,2101,3883
16,2101,3878
17,2100,3876
18,2100,3874
19,2098,3873
20,2097,3872
21,2094,3872
1,2106,3890
2,2106,3872
3,2111,3890
4,2116,3872
5,2116,3890
1,2147,3764
2,2149,3764
3,2150,3765
4,2151,3767
5,2151,3769
6,2150,3772
7,2149,3773
8,2147,3774
9,2141,3774
10,2141,3755
11,2147,3755
12,2149,3756
13,2150,3757
14,2151,3759
15,2151,3760
16,2150,3762
17,2149,3763
18,2147,3764
19,2141,3764
1,2153,3755
2,2159,3764
3,2159,3774
1,2164,3755
2,2159,3764
1,2182,3774
2,2182,3755
3,2187,3755
4,2189,3756
5,2190,3758
6,2191,3759
7,2192,3762
8,2192,3766
9,2191,3769
10,2190,3771
11,2189,3773
12,2187,3774
13,2182,3774
1,2196,3774
2,2196,3755
3,2205,3755
1,2196,3764
2,2202,3764
1,2196,3774
2,2205,3774
1,2209,3755
2,2212,3774
3,2215,3755
4,2219,3774
5,2222,3755
1,2224,3774
2,2229,3755
3,2235,3774
1,2226,3767
2,2233,3767
1,2239,3780
2,2102,3780
1,2214,3494
2,2214,3476
3,2220,3476
4,2222,3477
5,2223,3478
6,2224,3479
7,2224,3481
8,2223,3483
9,2222,3484
10,2220,3484
11,2214,3484
1,2219,3484
2,2224,3494
1,2263,3476
2,2268,3484
3,2268,3494
1,2274,3476
2,2268,3484
1,2105,3172
2,2105,3173
3,2104,3175
4,2102,3176
5,2100,3177
6,2098,3178
7,2095,3179
8,2092,3180
9,2088,3180
10,2084,3180
11,2080,3180
12,2077,3179
13,2074,3178
14,2072,3177
15,2070,3176
16,2068,3175
17,2067,3173
18,2067,3172
19,2067,3170
20,2068,3169
21,2070,3167
22,2072,3166
23,2074,3165
24,2077,3164
25,2080,3164
26,2084,3164
27,2088,3164
28,2092,3164
29,2095,3164
30,2098,3165
31,2100,3166
32,2102,3167
33,2104,3169
34,2105,3170
35,2105,3172
1,2067,3172
2,1406,3172
1,657,2545
2,657,2527
3,651,2539
4,661,2539
1,668,2527
2,666,2528
3,665,2530
4,664,2535
5,664,2537
6,665,2541
7,666,2544
8,668,2545
9,671,2545
10,673,2544
11,674,2541
12,675,2537
13,675,2535
14,674,2530
15,673,2528
16,671,2527
17,668,2527
1,683,2527
2,681,2528
3,679,2530
4,679,2535
5,679,2537
6,679,2541
7,681,2544
8,683,2545
9,684,2545
10,686,2544
11,687,2541
12,688,2537
13,688,2535
14,687,2530
15,686,2528
16,684,2527
17,683,2527
1,691,2545
2,696,2527
3,701,2545
1,693,2539
2,699,2539
1,706,2544
2,705,2545
3,705,2544
4,705,2543
5,706,2544
6,706,2545
7,705,2547
8,705,2548
1,732,2545
2,732,2527
3,726,2539
4,736,2539
1,743,2527
2,741,2528
3,740,2530
4,739,2535
5,739,2537
6,740,2541
7,741,2544
8,743,2545
9,744,2545
10,746,2544
11,749,2541
12,749,2537
13,749,2535
14,749,2530
15,746,2528
16,744,2527
17,743,2527
1,757,2527
2,755,2528
3,754,2530
4,753,2535
5,753,2537
6,754,2541
7,755,2544
8,757,2545
9,759,2545
10,761,2544
11,762,2541
12,763,2537
13,763,2535
14,762,2530
15,761,2528
16,759,2527
17,757,2527
1,765,2527
2,771,2545
3,776,2527
1,797,2527
2,797,2545
1,792,2527
2,802,2527
1,805,2545
2,805,2527
3,811,2527
4,813,2528
5,814,2529
6,814,2530
7,814,2533
8,814,2535
9,813,2536
10,811,2536
11,805,2536
1,819,2545
2,819,2527
3,830,2545
4,830,2527
1,841,2530
2,841,2545
1,835,2537
2,847,2537
1,852,2545
2,852,2527
3,861,2527
1,852,2536
2,858,2536
1,852,2545
2,861,2545
1,889,2531
2,889,2530
3,887,2528
4,886,2527
5,883,2527
6,882,2528
7,881,2530
8,880,2531
9,879,2534
10,879,2538
11,880,2540
12,881,2542
13,882,2544
14,883,2545
15,886,2545
16,887,2544
17,889,2542
18,889,2540
1,894,2527
2,894,2540
3,895,2542
4,896,2544
5,898,2545
6,899,2545
7,901,2544
8,903,2542
9,903,2540
10,903,2527
1,930,2536
2,932,2536
3,932,2537
4,933,2539
5,933,2541
6,932,2543
7,932,2544
8,930,2545
9,924,2545
10,924,2527
11,930,2527
12,932,2528
13,932,2529
14,933,2530
15,933,2532
16,932,2534
17,932,2535
18,930,2536
19,924,2536
1,938,2527
2,938,2540
3,938,2542
4,940,2544
5,942,2545
6,943,2545
7,946,2544
8,948,2542
9,948,2540
10,948,2527
1,962,2530
2,961,2528
3,959,2527
4,956,2527
5,954,2528
6,953,2530
7,953,2531
8,953,2533
9,954,2534
10,956,2535
11,960,2536
12,961,2537
13,961,2538
14,962,2540
15,962,2542
16,961,2544
17,959,2545
18,956,2545
19,954,2544
20,953,2542
1,973,2536
2,975,2536
3,976,2537
4,976,2539
5,976,2541
6,976,2543
