Polyline,X,Y
1,1735,363
2,1877,363
1,2142,361
2,2215,361
text_xmin,text_ymin,text_xmax,text_ymax
2264,423,2499,258
1364,362,1506,313
1523,363,1556,309
1560,362,1680,299
1680,372,1682,310
1686,377,1846,310
1849,363,1877,309
1912,362,1957,314
1985,362,2024,313
2040,371,2042,314
2044,376,2076,314
2103,362,2118,325
2142,362,2216,314
324,366,710,303
742,367,1108,302
1372,387,1373,333
1376,387,1393,333
1364,447,1504,409
1504,446,1506,409
1519,457,1763,410
1772,447,1963,409
1980,446,1981,409
1983,447,2150,410
2155,446,2163,410
2167,457,2216,410
147,622,367,587
1329,620,1464,587
1475,620,1756,587
146,812,456,780
146,1005,264,973
274,1005,446,973
1329,1006,1455,973
1469,1005,1514,973
146,1198,282,1165
1328,1198,1370,1166
1384,1198,1472,1166
146,1390,363,1357
375,1389,411,1358
1327,1390,1435,1358
143,1582,236,1550
1328,1582,1485,1550
1498,1582,1545,1550
1556,1582,1626,1550
1636,1582,1918,1550
146,1775,257,1743
271,1775,346,1742
361,1775,427,1742
197,2926,231,2900
460,2926,674,2900
911,2926,928,2900
1060,2926,1098,2900
1233,2926,1249,2900
1530,2926,1658,2900
1902,2918,1912,2887
2255,2926,2333,2900
2343,2926,2423,2900
187,3093,242,3068
158,3149,269,3116
455,3118,542,3091
553,3118,614,3091
626,3118,678,3091
893,3093,948,3068
866,3149,973,3116
1018,3118,1145,3092
1195,3094,1239,3068
1249,3094,1287,3068
1193,3142,1288,3116
1346,3117,1451,3092
1556,3117,1631,3092
1757,3118,1922,3092
1933,3118,2059,3092
2180,3118,2300,3092
2309,3118,2348,3092
2359,3118,2497,3092
