xmin,ymin,xmax,ymax,Text
4403,63,4642,49,\W1.000315;MAIN LINE DONE BY OTHERS
4595,145,4830,131,\W1.000490;75 mm DIA OR ABOVE uPVC.
4578,239,4694,216,\W0.999988;Description
4911,239,4951,216,\W1.000408;Qty.
4521,739,4631,727,\W1.000099;THRUST BLOCK
4449,500,4472,493,\W1.000485;WMC
4423,500,4432,493,\W1.000497;IC
4525,495,4783,483,\W1.001888;1.0&quot; Dia IRRIGATION WATER SUPPLY
4525,514,4652,503,\W1.000224;METER ASSEMBLY
4516,382,4609,371,\W1.000872;75x75x75mm
4634,382,4727,370,\W1.000171;Dia uPVC TEE
4521,433,4830,419,\W1.000152;TIE IN CONNECTION WITH 75 mm Dia
4520,455,4601,442,\W0.999920;uPVC PIPE
4525,589,4726,576,\W0.999987;50x38mm Dia uPVC Reducer
4524,618,4726,606,\W0.999708;38x25mm Dia uPVC Reducer
4522,800,4588,789,\W1.000342;TRIAL PIT
4524,978,4675,966,\W1.000244;CONCRETE BARRIERS
4524,560,4726,548,\W1.000456;75x50mm Dia uPVC Reducer
4842,3264,4988,3253,\W1.000824;GL/IR165/JO181/IR-01
4492,3381,4734,3363,\W0.999962;1&quot; Irrigation Connection for
4423,3407,4799,3388,\W0.999882;Mr. Ahmad Mohammod Saeed Bin Khadeya
4520,3428,4708,3413,\W1.000079;for Plot no. 615-3060
4499,3457,4572,3439,\W1.000164;(JO-181)
4583,3453,4730,3438,\W0.999837;Nad Al Shiba 2nd
4522,282,4668,269,\W0.999595;3&quot; INCH DIA uPVC
4522,331,4668,318,\W1.003769;1&quot; INCH DIA uPVC
4523,863,4768,851,\W1.000180;EXISTING SHRUB REINSTATEMENT
4523,921,4766,910,\W1.000170;EXISTING GRASS REINSTATEMENT
4896,980,4969,969,\W1.006672;15.00 Mtrs
4896,923,4969,911,\W1.006672;16.50 Mtrs
4900,860,4958,848,\W1.008270;1.00 Mtr
4912,801,4955,789,\W1.002401;2 Nos.
4912,738,4955,726,\W1.002401;2 Nos.
4914,589,4950,577,\W1.013512;1 No.
4914,618,4950,606,\W1.013512;1 No.
4914,560,4950,549,\W1.013512;1 No.
4914,502,4950,490,\W1.013512;1 No.
4914,438,4950,426,\W1.013512;1 No.
4914,382,4950,371,\W1.013512;1 No.
4914,676,4950,664,\W1.013512;1 No.
4896,329,4969,318,\W1.006672;12.00 Mtrs
4895,281,4969,269,\W0.999339;38.00 Mtrs
Polyline,X,Y
1,1335,3117
2,1333,3118
3,1332,3120
4,1330,3123
5,1328,3127
6,1326,3132
7,1324,3138
8,1323,3145
9,1321,3152
10,1320,3159
11,1320,3166
12,1320,3172
13,1320,3178
14,1320,3182
15,1320,3186
16,1321,3188
17,1323,3189
18,1324,3189
19,1326,3187
20,1328,3183
21,1330,3179
22,1331,3174
23,1333,3168
24,1335,3161
25,1336,3154
26,1337,3147
27,1338,3140
28,1338,3134
29,1338,3129
30,1338,3124
31,1337,3120
32,1336,3118
33,1335,3117
1,1210,3175
2,1158,3172
3,1143,3156
1,1507,3204
2,1554,3211
1,1555,3211
2,1619,3220
1,1619,3220
2,1668,3227
1,1668,3227
2,1736,3237
1,1740,3237
2,1806,3248
1,1807,3248
2,1880,3258
1,1881,3259
2,1881,3259
3,2079,3287
1,2081,3287
2,2081,3287
3,2121,3293
1,1442,3208
2,1490,3215
3,1507,3204
1,1498,3272
2,1544,3278
1,1546,3279
2,1610,3287
1,1610,3288
2,1659,3295
1,1659,3295
2,1726,3304
1,1728,3305
2,1794,3316
1,1798,3316
2,1871,3327
1,1871,3327
2,2070,3356
1,2072,3356
2,2114,3361
1,1139,3225
2,1153,3209
3,1317,3228
1,1320,3229
2,1478,3251
3,1498,3272
1,975,1560
2,1088,1575
1,1090,1576
2,1189,1589
1,1190,1589
2,1190,1589
3,1274,1601
1,1274,1601
2,1274,1601
3,1356,1614
1,1356,1614
2,1356,1614
3,1486,1634
1,1487,1634
2,1571,1647
1,1573,1647
2,1573,1647
3,1604,1653
1,1613,1654
2,1720,1667
1,1722,1667
2,1800,1680
1,1802,1680
2,1802,1680
3,1922,1698
1,1923,1699
2,2025,1713
1,2026,1713
2,2026,1713
3,2092,1724
1,2093,1724
2,2134,1731
1,2138,1732
2,2339,1759
1,958,1542
2,976,1560
1,983,1491
2,1098,1507
1,1099,1507
2,1199,1520
1,1200,1520
2,1284,1532
1,1284,1532
2,1366,1545
1,1367,1545
2,1497,1565
1,1497,1565
2,1582,1578
1,1585,1578
2,1616,1584
1,1622,1585
2,1622,1585
3,1728,1598
1,1733,1599
2,1811,1611
1,1813,1611
2,1813,1611
3,1932,1630
1,1933,1630
2,2035,1644
1,2036,1644
2,2036,1644
3,2103,1655
1,2105,1655
2,2145,1662
1,2148,1663
2,2348,1690
1,963,1504
2,983,1491
1,744,1893
2,765,1895
1,712,1913
2,710,1938
1,1314,3024
2,1318,2997
1,1319,2988
2,1321,2957
1,1322,2950
2,1322,2924
1,1322,2916
2,1322,2916
3,1320,2896
1,1320,2895
2,1319,2877
1,1317,2863
2,1313,2845
1,1313,2844
2,1306,2814
1,1304,2806
2,1304,2806
3,1297,2785
1,1293,2775
2,1293,2775
3,1285,2758
1,1284,2758
2,1271,2729
1,1265,2717
2,1265,2717
3,1254,2700
1,1251,2696
2,1218,2647
1,1215,2644
2,1183,2601
1,1181,2598
2,1159,2566
1,1159,2565
2,1109,2495
1,1108,2495
2,1069,2440
1,1067,2438
2,1049,2411
1,1047,2410
2,975,2309
1,975,2308
2,923,2238
1,923,2238
2,864,2156
1,864,2155
2,738,1976
1,737,1976
2,710,1938
1,1321,3081
2,1327,3039
3,1314,3024
1,1382,3037
2,1386,3008
1,1388,2994
2,1390,2962
1,1391,2951
2,1391,2925
1,1391,2910
2,1391,2910
3,1389,2890
1,1389,2890
2,1388,2873
1,1384,2848
2,1380,2830
1,1380,2828
2,1373,2799
1,1369,2784
2,1369,2784
3,1363,2764
1,1356,2747
2,1356,2747
3,1348,2730
1,1347,2729
2,1334,2699
1,1323,2680
2,1323,2680
3,1313,2663
1,1308,2656
2,1274,2607
1,1271,2603
2,1239,2560
1,1238,2558
2,1238,2558
3,1215,2527
1,1215,2525
2,1166,2456
1,1164,2454
2,1125,2400
1,1124,2398
2,1106,2372
1,1104,2369
2,1031,2268
1,1031,2268
2,979,2197
1,979,2197
2,979,2197
3,921,2115
1,920,2115
2,794,1936
1,794,1936
2,765,1895
1,1359,3089
2,1365,3047
3,1382,3037
1,201,3476
2,281,3419
3,285,3416
4,383,3350
1,390,3346
2,444,3314
1,446,3313
2,479,3294
1,486,3291
2,528,3271
1,529,3270
2,568,3252
1,577,3249
2,622,3232
1,624,3232
2,657,3219
1,667,3215
2,700,3206
1,703,3206
2,742,3195
1,749,3192
2,794,3182
1,797,3182
2,843,3172
1,851,3171
2,890,3166
3,932,3160
1,936,3159
2,984,3155
1,995,3154
2,1067,3154
1,1067,3154
2,1112,3153
1,1126,3154
2,1144,3156
1,318,3476
2,321,3475
3,323,3473
4,421,3407
1,424,3405
2,479,3373
1,479,3373
2,513,3354
1,515,3353
2,557,3333
1,558,3333
2,597,3315
1,601,3314
2,646,3297
1,649,3296
2,681,3284
1,686,3282
2,719,3273
1,722,3272
2,761,3261
1,764,3260
2,809,3249
1,811,3249
2,857,3239
1,860,3239
2,900,3234
3,940,3228
1,942,3228
2,990,3223
1,995,3223
2,1067,3222
1,1068,3222
2,1068,3222
3,1113,3222
1,1119,3222
2,1139,3225
1,3818,1865
2,3823,1836
1,3972,1718
2,3941,1716
1,3984,1777
2,3971,1762
3,3914,1759
1,3856,1614
2,3860,1584
1,2304,3090
2,2292,3189
3,2282,3287
4,2276,3387
5,2273,3476
1,2328,3093
2,2316,3191
3,2306,3290
4,2299,3389
5,2296,3476
1,3877,1571
2,3860,1584
1,3830,1880
2,3818,1865
1,3988,1703
2,3972,1718
1,522,3337
2,516,3357
1,807,3244
2,818,3251
1,720,3394
2,739,3404
1,670,3380
2,679,3408
3,670,3427
1,720,3394
2,710,3366
1,2471,1638
2,2476,1609
1,2352,1749
2,2366,1751
1,2362,1713
2,2372,1714
1,2436,1881
2,2419,1893
1,2476,1609
2,2463,1592
1,2436,1881
2,2440,1851
1,2681,195
2,2669,178
1,2614,655
2,2598,668
1,2794,192
2,2811,179
1,2727,649
2,2740,666
1,2509,2775
2,2549,2780
1,2439,2630
2,2444,2600
1,2403,2880
2,2415,2896
1,2444,2600
2,2460,2587
1,2403,2880
2,2408,2850
1,2553,2737
2,2515,2732
1,2230,3445
2,2229,3475
1,2243,3235
2,2246,3205
3,2233,3189
1,2229,3475
2,2227,3476
1,2229,3329
2,2227,3357
1,2427,2756
2,2432,2719
1,2447,1762
2,2452,1732
1,4133,434
2,4352,442
1,4117,507
2,4352,515
1,4352,1716
2,3988,1703
1,4352,1788
2,3984,1777
1,2385,3101
2,2415,2896
1,2233,3189
2,2247,3081
3,2419,1893
1,763,3476
2,739,3404
1,686,3476
2,670,3427
1,2669,178
2,2691,24
1,2811,179
2,2833,24
1,550,3326
2,522,3337
1,778,3250
2,807,3244
1,2415,381
2,2365,342
3,2354,341
1,2411,453
2,2363,480
3,2352,480
1,2998,397
2,3056,365
3,3067,366
1,2996,471
2,3038,502
3,3049,503
1,2362,1713
2,2339,1640
3,2328,1638
1,2352,1749
2,2317,1777
3,2306,1775
1,2553,2737
2,2591,2707
3,2602,2709
1,2549,2780
2,2572,2823
3,2584,2824
1,2141,3315
2,2147,3268
3,2136,3267
1,2154,3353
2,2128,3391
3,2116,3389
1,3877,1571
2,3939,1520
3,3950,1520
1,3830,1880
2,3883,1944
3,3894,1945
1,4122,449
2,4082,403
3,4071,402
1,4103,492
2,4082,403
1,516,3357
2,515,3394
3,505,3400
1,818,3251
2,858,3278
3,869,3277
1,2458,395
2,2428,394
1,2490,440
2,2427,437
1,2919,410
2,2982,412
1,2981,456
2,2951,455
1,2642,293
2,2588,345
1,2831,496
2,2773,545
1,2821,352
2,2813,340
1,2591,503
2,2585,493
1,2677,224
2,2681,195
1,2789,221
2,2794,192
1,2415,381
2,2428,394
1,2427,437
2,2411,453
1,2614,655
2,2618,626
1,2727,649
2,2732,619
1,2304,3090
2,2661,632
3,2664,621
1,2328,3093
2,2689,613
3,2690,604
1,2981,456
2,2996,471
1,2998,397
2,2982,412
1,2743,239
2,2746,215
3,2774,24
1,2718,244
2,2720,231
3,2750,24
1,2719,811
2,2740,666
1,2460,2587
2,2655,1248
1,2694,1125
2,2659,1231
1,2694,1123
2,2720,944
3,2717,832
1,2474,1505
2,2471,1393
3,2497,1213
4,2532,1107
1,2536,1089
2,2598,668
1,2463,1592
2,2473,1523
1,2385,3101
2,2374,3192
3,2365,3282
4,2358,3373
5,2355,3464
6,2355,3476
1,2522,2947
2,2523,2942
1,2523,2941
2,2523,2941
1,2523,2939
2,2524,2936
1,2524,2936
2,2524,2936
1,2524,2934
2,2525,2931
1,2525,2929
2,2525,2929
1,2525,2928
2,2526,2925
1,2526,2923
2,2526,2923
1,2526,2922
2,2526,2919
1,2526,2917
2,2526,2917
1,2527,2916
2,2527,2913
1,2527,2912
2,2527,2912
1,2528,2910
2,2528,2907
1,2529,2906
2,2529,2906
1,2529,2904
2,2529,2901
1,2529,2900
2,2529,2900
1,2529,2898
2,2530,2896
1,2530,2894
2,2530,2894
1,2530,2893
2,2531,2890
1,2531,2888
2,2531,2888
1,2531,2886
2,2532,2883
1,2532,2882
2,2532,2882
1,2532,2880
2,2532,2877
1,2532,2876
2,2532,2876
1,2532,2875
2,2533,2872
1,2533,2870
2,2533,2870
1,2534,2869
2,2534,2866
1,2534,2864
2,2534,2864
1,2535,2863
2,2535,2860
1,2535,2858
2,2535,2858
1,2536,2857
2,2536,2854
1,2536,2853
2,2536,2853
1,2536,2851
2,2536,2848
1,2537,2847
2,2537,2847
1,2537,2845
2,2537,2842
1,2538,2840
2,2538,2840
1,2538,2839
2,2539,2837
1,2539,2835
2,2539,2835
1,2539,2834
2,2539,2830
1,2539,2829
2,2539,2829
1,2539,2827
2,2540,2824
1,2540,2823
2,2540,2823
1,2540,2821
2,2541,2818
1,2541,2817
2,2541,2817
1,2541,2816
2,2542,2813
1,2542,2811
2,2542,2811
1,2542,2810
2,2542,2807
1,2542,2805
2,2542,2805
1,2543,2804
2,2543,2801
1,2543,2799
2,2543,2799
1,2544,2798
2,2544,2795
1,2545,2794
2,2545,2794
1,2545,2792
2,2545,2789
1,2545,2788
2,2545,2788
1,2545,2786
2,2546,2783
1,2546,2781
2,2546,2781
1,2546,2780
2,2547,2778
1,2547,2776
2,2547,2776
1,2547,2775
2,2548,2771
1,2548,2770
2,2548,2770
1,2548,2768
2,2549,2765
1,2549,2764
2,2549,2764
1,2549,2762
2,2549,2759
1,2549,2758
2,2549,2758
1,2550,2757
2,2550,2754
1,2550,2752
2,2550,2752
1,2551,2751
2,2551,2748
1,2551,2746
2,2551,2746
1,2552,2745
2,2552,2742
1,2552,2740
2,2552,2740
1,2552,2738
2,2552,2736
1,2553,2735
2,2553,2735
1,2553,2733
2,2553,2730
1,2554,2729
2,2554,2729
1,2554,2727
2,2555,2724
1,2555,2722
2,2555,2722
1,2555,2721
2,2555,2719
1,2555,2717
2,2555,2717
1,2555,2715
2,2556,2712
1,2556,2711
2,2556,2711
1,2556,2709
2,2557,2706
1,2557,2705
2,2557,2705
1,2557,2703
2,2558,2700
1,2558,2699
2,2558,2699
1,2559,2698
2,2559,2695
1,2559,2693
2,2559,2693
1,2559,2692
2,2559,2689
1,2560,2687
2,2560,2687
1,2560,2686
2,2560,2683
1,2561,2681
2,2561,2681
1,2561,2679
2,2561,2677
1,2562,2676
2,2562,2676
1,2562,2674
2,2562,2671
1,2562,2669
2,2562,2669
1,2562,2668
2,2563,2665
1,2563,2663
2,2563,2663
1,2563,2662
2,2564,2660
1,2564,2658
2,2564,2658
1,2564,2656
2,2565,2652
1,2113,3476
2,2113,3476
1,2113,3475
2,2114,3472
1,2114,3470
2,2114,3470
1,2115,3468
2,2115,3465
1,2115,3464
2,2115,3464
1,2115,3462
2,2115,3459
1,2116,3458
2,2116,3458
1,2116,3457
2,2116,3454
1,2117,3452
2,2117,3452
1,2117,3451
2,2117,3448
1,2118,3446
2,2118,3446
1,2118,3445
2,2118,3442
1,2118,3440
2,2118,3440
1,2118,3439
2,2119,3436
1,2119,3435
2,2119,3435
1,2119,3433
2,2120,3430
1,2120,3429
2,2120,3429
1,2120,3427
2,2121,3424
1,2121,3422
2,2121,3422
1,2121,3421
2,2122,3419
1,2122,3417
2,2122,3417
1,2122,3416
2,2122,3412
1,2122,3411
2,2122,3411
1,2123,3409
2,2123,3406
1,2124,3405
2,2124,3405
1,2124,3403
2,2124,3400
1,2125,3399
2,2125,3399
1,2125,3398
2,2125,3395
1,2125,3393
2,2125,3393
1,2125,3392
2,2126,3389
1,2126,3387
2,2126,3387
1,2126,3386
2,2127,3383
1,2127,3381
2,2127,3381
1,2127,3380
2,2128,3377
1,2128,3376
2,2128,3376
1,2128,3374
2,2128,3371
1,2128,3370
2,2128,3370
1,2128,3368
2,2129,3365
1,2129,3363
2,2129,3363
1,2130,3362
2,2130,3359
1,2130,3358
2,2130,3358
1,2131,3357
2,2131,3353
1,2131,3352
2,2131,3352
1,2132,3350
2,2132,3347
1,2132,3346
2,2132,3346
1,2132,3344
2,2132,3341
1,2133,3340
2,2133,3340
1,2133,3339
2,2134,3336
1,2134,3334
2,2134,3334
1,2134,3333
2,2135,3330
1,2135,3328
2,2135,3328
1,2135,3327
2,2135,3324
1,2135,3322
2,2135,3322
1,2135,3320
2,2136,3318
1,2136,3317
2,2136,3317
1,2136,3315
2,2137,3312
1,2137,3311
2,2137,3311
1,2138,3309
2,2138,3306
1,2138,3304
2,2138,3304
1,2138,3303
2,2138,3300
1,2138,3299
2,2138,3299
1,2139,3297
2,2139,3294
1,2140,3293
2,2140,3293
1,2140,3291
2,2140,3288
1,2141,3287
2,2141,3287
1,2141,3285
2,2141,3282
1,2141,3281
2,2141,3281
1,2141,3280
2,2142,3277
1,2142,3275
2,2142,3275
1,2142,3274
2,2143,3271
1,2143,3269
2,2143,3269
1,2143,3268
2,2144,3264
1,2144,3263
2,2144,3263
1,2144,3261
2,2145,3259
1,2145,3258
2,2145,3258
1,2145,3256
2,2145,3253
1,2145,3251
2,2145,3251
1,2146,3250
2,2146,3247
1,2146,3245
2,2146,3245
1,2147,3244
2,2147,3241
1,2148,3240
2,2148,3240
1,2148,3238
2,2148,3235
1,2148,3234
2,2148,3234
1,2148,3232
2,2148,3229
1,2149,3228
2,2149,3228
1,2149,3226
2,2150,3223
1,2150,3222
2,2150,3222
1,2150,3221
2,2151,3218
1,2151,3216
2,2151,3216
1,2151,3215
2,2151,3212
1,2151,3210
2,2151,3210
1,2151,3209
2,2152,3205
1,2152,3204
2,2152,3204
1,2152,3202
2,2153,3200
1,2153,3199
2,2153,3199
1,2154,3197
2,2154,3194
1,2154,3192
2,2154,3192
1,2155,3191
2,2155,3188
1,2155,3186
2,2155,3186
1,2155,3185
2,2155,3182
1,2156,3181
2,2156,3181
1,2156,3179
2,2156,3176
1,2157,3175
2,2157,3175
1,2157,3173
2,2158,3170
1,2158,3169
2,2158,3169
1,2158,3167
2,2158,3164
1,2158,3163
2,2158,3163
1,2158,3161
2,2159,3159
1,2159,3157
2,2159,3157
1,2159,3156
2,2160,3153
1,2160,3151
2,2160,3151
1,2160,3149
2,2161,3146
1,2161,3145
2,2161,3145
1,2161,3143
2,2161,3141
1,2161,3140
2,2161,3140
1,2162,3138
2,2162,3135
1,2162,3133
2,2162,3133
1,2163,3132
2,2163,3129
1,2164,3127
2,2164,3127
1,2164,3126
2,2164,3123
1,2164,3122
2,2164,3122
1,2164,3120
2,2165,3117
1,2317,2019
2,2318,2015
1,2318,2014
2,2318,2014
1,2319,2012
2,2319,2009
1,2319,2008
2,2319,2008
1,2319,2006
2,2319,2003
1,2320,2002
2,2320,2002
1,2320,2000
2,2320,1998
1,2321,1996
2,2321,1996
1,2321,1995
2,2321,1992
1,2322,1990
2,2322,1990
1,2322,1989
2,2322,1985
1,2322,1984
2,2322,1984
1,2322,1982
2,2323,1980
1,2323,1979
2,2323,1979
1,2323,1977
2,2324,1974
1,2324,1972
2,2324,1972
1,2324,1971
2,2325,1968
1,2325,1966
2,2325,1966
1,2325,1965
2,2325,1962
1,2325,1960
2,2325,1960
1,2325,1959
2,2326,1956
1,2326,1955
2,2326,1955
1,2327,1953
2,2327,1950
1,2327,1949
2,2327,1949
1,2328,1947
2,2328,1944
1,2328,1943
2,2328,1943
1,2329,1941
2,2329,1939
1,2329,1937
2,2329,1937
1,2329,1936
2,2329,1933
1,2330,1931
2,2330,1931
1,2330,1930
2,2330,1926
1,2331,1925
2,2331,1925
1,2331,1923
2,2332,1920
1,2332,1920
2,2332,1920
1,2332,1918
2,2332,1915
1,2332,1913
2,2332,1913
1,2332,1912
2,2333,1909
1,2333,1907
2,2333,1907
1,2333,1906
2,2334,1903
1,2334,1901
2,2334,1901
1,2334,1900
2,2335,1897
1,2335,1896
2,2335,1896
1,2335,1894
2,2335,1891
1,2335,1890
2,2335,1890
1,2336,1888
2,2336,1885
1,2336,1884
2,2336,1884
1,2337,1882
2,2337,1880
1,2337,1878
2,2337,1878
1,2338,1877
2,2338,1874
1,2339,1872
2,2339,1872
1,2339,1870
2,2339,1867
1,2339,1866
2,2339,1866
1,2339,1864
2,2339,1861
1,2340,1861
2,2340,1861
1,2340,1859
2,2341,1856
1,2341,1854
2,2341,1854
1,2341,1853
2,2342,1850
1,2342,1848
2,2342,1848
1,2342,1847
2,2342,1844
1,2342,1842
2,2342,1842
1,2342,1841
2,2343,1838
1,2343,1837
2,2343,1837
1,2343,1835
2,2344,1832
1,2344,1831
2,2344,1831
1,2344,1829
2,2345,1826
1,2345,1824
2,2345,1824
1,2345,1823
2,2345,1821
1,2345,1819
2,2345,1819
1,2346,1818
2,2346,1814
1,2346,1813
2,2346,1813
1,2347,1811
2,2347,1808
1,2347,1807
2,2347,1807
1,2348,1805
2,2348,1802
1,2348,1801
2,2348,1801
1,2348,1800
2,2348,1797
1,2349,1795
2,2349,1795
1,2349,1794
2,2349,1791
1,2350,1789
2,2350,1789
1,2350,1788
2,2351,1785
1,2351,1783
2,2351,1783
1,2351,1782
2,2352,1779
1,2352,1778
2,2352,1778
1,2352,1776
2,2352,1773
1,2352,1772
2,2352,1772
1,2352,1770
2,2353,1767
1,2353,1765
2,2353,1765
1,2353,1764
2,2354,1761
1,2354,1760
2,2354,1760
1,2354,1759
2,2355,1755
1,2355,1754
2,2355,1754
1,2355,1752
2,2355,1749
1,2355,1748
2,2355,1748
1,2356,1746
2,2356,1743
1,2356,1742
2,2356,1742
1,2357,1741
2,2357,1738
1,2358,1736
2,2358,1736
1,2358,1735
2,2358,1732
1,2358,1730
2,2358,1730
1,2358,1729
2,2358,1726
1,2359,1724
2,2359,1724
1,2359,1722
2,2360,1720
1,2360,1719
2,2360,1719
1,2360,1717
2,2361,1714
1,2361,1713
2,2361,1713
1,2361,1711
2,2362,1708
1,2362,1706
2,2362,1706
1,2362,1705
2,2362,1702
1,2362,1701
2,2362,1701
1,2362,1699
2,2363,1696
1,2363,1695
2,2363,1695
1,2363,1693
2,2364,1690
1,2364,1689
2,2364,1689
1,2365,1687
2,2365,1684
1,2365,1683
2,2365,1683
1,2365,1681
2,2365,1679
1,2365,1677
2,2365,1677
1,2366,1676
2,2366,1673
1,2367,1671
2,2367,1671
1,2367,1670
2,2367,1667
1,2368,1665
2,2368,1665
1,2368,1663
2,2368,1661
1,2368,1660
2,2368,1660
1,2368,1658
2,2369,1655
1,2369,1653
2,2369,1653
1,2369,1652
2,2370,1649
1,2370,1647
2,2370,1647
1,2370,1646
2,2371,1643
1,2371,1641
2,2371,1641
1,2371,1640
2,2371,1637
1,2371,1636
2,2371,1636
1,2371,1634
2,2372,1631
1,2372,1630
2,2372,1630
1,2372,1628
2,2373,1625
1,2373,1624
2,2373,1624
1,2374,1622
2,2374,1620
1,2374,1618
2,2374,1618
1,2375,1617
2,2375,1614
1,2375,1612
2,2375,1612
1,2375,1611
2,2375,1607
1,2376,1606
2,2376,1606
1,2376,1604
2,2376,1601
1,2377,1601
2,2377,1601
1,2377,1599
2,2377,1596
1,2378,1594
2,2378,1594
1,2378,1593
2,2378,1590
1,2378,1588
2,2378,1588
1,2378,1587
2,2379,1584
1,2379,1582
2,2379,1582
1,2379,1581
2,2380,1578
1,2380,1577
2,2380,1577
1,2380,1575
2,2381,1572
1,2381,1571
2,2381,1571
1,2381,1569
2,2381,1566
1,2381,1565
2,2381,1565
1,2381,1563
2,2382,1561
1,2382,1559
2,2382,1559
1,2383,1558
2,2383,1554
1,2992,628
2,2992,626
1,2992,624
2,2992,624
1,2992,623
2,2992,620
1,2992,618
2,2992,618
1,2992,617
2,2992,614
1,2992,612
2,2992,612
1,2992,611
2,2992,608
1,2992,606
2,2992,606
1,2992,605
2,2992,602
1,2992,601
2,2992,601
1,2992,599
2,2992,596
1,2992,595
2,2992,595
1,2992,593
2,2992,590
1,2992,588
2,2992,588
1,2992,587
2,2992,584
1,2992,582
2,2992,582
1,2992,581
2,2992,578
1,2992,576
2,2992,576
1,2991,575
2,2991,572
1,2991,571
2,2991,571
1,2991,569
2,2991,566
1,2991,565
2,2991,565
1,2991,563
2,2991,560
1,2991,558
2,2991,558
1,2991,557
2,2991,554
1,2991,552
2,2991,552
1,2991,551
2,2991,549
1,2991,547
2,2991,547
1,2991,545
2,2991,542
1,2991,541
2,2991,541
1,2991,539
2,2991,536
1,2991,535
2,2991,535
1,2991,533
2,2991,530
1,2991,529
2,2991,529
