xmin,ymin,xmax,ymax,Text 
2,769,3236
1,769,3235
2,771,3234
1,768,3232
2,768,3229
3,769,3231
4,770,3230
5,770,3229
6,771,3229
7,772,3230
8,772,3231
9,772,3232
10,771,3232
1,769,3227
2,769,3228
3,770,3228
4,771,3227
5,771,3226
6,771,3225
7,772,3225
8,772,3226
9,772,3227
10,772,3228
11,772,3228
12,772,3228
13,771,3228
14,771,3228
15,771,3227
16,771,3226
17,770,3226
18,770,3225
19,769,3225
20,769,3226
21,769,3227
1,770,3224
2,770,3222
3,771,3223
4,771,3222
5,772,3222
6,772,3222
7,772,3222
8,773,3222
9,773,3223
10,773,3224
11,772,3225
1,771,3219
2,771,3220
3,772,3221
4,772,3221
5,773,3221
6,774,3220
7,774,3219
8,773,3218
9,772,3218
10,772,3218
11,772,3218
12,771,3218
13,771,3219
1,773,3217
2,774,3214
1,775,3212
2,772,3212
3,772,3210
4,772,3209
5,773,3209
6,774,3209
7,774,3210
8,774,3211
9,774,3212
1,776,3209
2,773,3208
1,773,3205
2,775,3209
1,775,3207
2,776,3206
1,774,3204
2,774,3202
3,777,3204
1,775,3200
2,775,3199
3,778,3200
1,775,3196
2,775,3197
3,776,3198
4,777,3198
5,778,3198
6,778,3197
7,778,3197
8,778,3196
9,778,3195
10,777,3195
11,777,3195
12,776,3195
13,775,3195
14,775,3196
1,776,3192
2,775,3193
3,777,3194
4,777,3193
5,777,3192
6,777,3192
7,778,3192
8,778,3192
9,779,3192
10,779,3193
11,778,3194
1,763,3235
2,763,3235
3,763,3234
4,766,3235
1,764,3232
2,764,3232
3,763,3231
4,766,3232
1,768,3226
2,765,3225
1,766,3224
2,767,3226
1,766,3225
2,768,3224
1,765,3222
2,768,3222
3,765,3219
1,770,3215
2,766,3215
1,770,3214
2,768,3214
1,768,3214
2,768,3213
3,768,3213
4,768,3212
5,768,3212
6,770,3212
1,768,3205
2,768,3206
3,769,3206
4,769,3207
5,770,3207
6,771,3207
7,772,3206
8,772,3205
9,772,3205
10,771,3204
11,770,3204
12,769,3204
13,768,3204
14,768,3205
15,768,3205
1,773,3203
2,770,3202
3,771,3202
1,770,3202
2,770,3202
3,771,3201
4,772,3201
5,772,3201
6,772,3202
7,772,3202
8,772,3203
1,772,3199
2,772,3197
3,772,3197
4,771,3198
5,771,3199
6,772,3199
7,772,3199
8,773,3199
9,773,3198
10,773,3197
1,774,3196
2,772,3195
3,772,3196
1,772,3195
2,772,3195
3,772,3194
1,772,3191
2,775,3192
1,773,3191
2,772,3192
3,772,3192
4,772,3193
5,773,3193
6,774,3193
7,774,3192
8,775,3192
9,774,3192
1,772,3189
2,774,3189
3,775,3189
4,775,3189
1,772,3190
2,773,3189
1,772,3187
2,772,3186
3,772,3187
1,773,3187
2,775,3187
1,774,3185
2,774,3186
3,775,3186
4,775,3186
5,775,3186
6,775,3185
7,775,3184
8,775,3183
9,775,3183
10,774,3184
11,774,3185
1,776,3182
2,774,3182
1,775,3182
2,775,3182
3,775,3181
4,775,3180
5,775,3180
6,777,3180
1,32,346
2,50,347
3,123,351
4,239,361
5,356,374
6,472,390
7,507,395
8,622,416
9,737,439
10,772,447
11,885,474
12,998,505
13,1041,517
14,1153,552
15,1263,590
16,1459,655
17,1547,685
18,2049,853
19,2104,961
20,1975,1347
21,2155,1407
22,2049,1724
23,2462,1862
24,2545,1887
25,2559,1847
1,1021,1081
2,1022,1078
3,1024,1078
4,1024,1078
5,1024,1079
6,1024,1080
7,1024,1080
8,1023,1080
9,1021,1079
1,1024,1082
2,1026,1079
1,1028,1080
2,1025,1081
1,1026,1081
2,1028,1083
1,1031,1081
2,1030,1081
3,1030,1081
4,1031,1082
5,1031,1082
6,1031,1083
7,1031,1084
8,1031,1084
9,1030,1084
10,1029,1083
11,1029,1082
12,1030,1082
13,1031,1082
14,1031,1082
15,1032,1081
16,1031,1081
17,1031,1081
18,1031,1081
1,1034,1085
2,1035,1082
3,1033,1084
4,1035,1085
1,1037,1083
2,1038,1083
3,1037,1086
1,1040,1084
2,1042,1085
3,1039,1087
1,1043,1087
2,1046,1088
1,1047,1090
2,1048,1087
3,1050,1087
4,1050,1088
5,1051,1088
6,1050,1088
7,1049,1088
8,1047,1088
1,1051,1091
2,1051,1088
1,1054,1088
2,1051,1090
1,1052,1089
2,1053,1091
1,1055,1090
2,1056,1090
3,1057,1089
4,1055,1092
1,1058,1091
2,1059,1091
3,1058,1094
1,1061,1091
2,1062,1091
3,1061,1094
1,1065,1092
2,1064,1092
3,1064,1093
4,1064,1094
5,1064,1094
6,1064,1095
7,1064,1095
8,1065,1095
9,1066,1095
10,1066,1094
11,1066,1094
12,1066,1093
13,1065,1092
1,1067,1093
2,1070,1094
3,1067,1097
1,1070,1098
2,1073,1095
3,1073,1098
1,1071,1097
2,1073,1098
1,1027,1075
2,1028,1075
3,1028,1075
4,1027,1078
1,1030,1076
2,1031,1075
3,1030,1078
1,1035,1081
2,1036,1078
1,1038,1079
2,1035,1080
1,1036,1080
2,1038,1081
1,1039,1078
2,1040,1082
3,1042,1080
1,1045,1084
2,1046,1081
1,1047,1085
2,1047,1082
1,1047,1083
2,1048,1083
3,1049,1083
4,1049,1084
5,1048,1085
1,1056,1084
2,1055,1085
3,1054,1085
4,1054,1085
5,1054,1085
6,1054,1086
7,1054,1087
8,1054,1087
9,1055,1088
10,1056,1088
11,1056,1087
12,1057,1087
13,1057,1086
14,1057,1085
15,1057,1085
16,1056,1085
17,1056,1084
1,1057,1089
2,1058,1086
3,1058,1087
1,1058,1086
2,1059,1086
3,1059,1087
4,1060,1087
5,1060,1088
6,1060,1088
7,1059,1088
8,1058,1088
9,1057,1088
10,1057,1088
1,1061,1088
2,1064,1089
3,1064,1088
4,1063,1088
5,1062,1088
6,1061,1088
7,1061,1088
8,1061,1089
9,1062,1090
10,1063,1090
1,1064,1091
2,1064,1088
1,1064,1089
2,1065,1088
3,1066,1088
4,1066,1089
1,1068,1092
2,1069,1090
3,1069,1091
1,1069,1090
2,1068,1090
3,1068,1089
4,1067,1089
5,1067,1090
6,1067,1090
7,1067,1091
8,1067,1091
9,1067,1091
10,1068,1091
11,1069,1091
1,1071,1090
2,1070,1092
3,1070,1093
4,1071,1093
1,1070,1091
2,1072,1091
1,1074,1091
2,1074,1090
3,1074,1091
1,1073,1091
2,1073,1093
1,1075,1092
2,1074,1092
3,1074,1093
4,1074,1094
5,1075,1094
6,1076,1094
7,1076,1094
8,1077,1094
9,1077,1093
10,1076,1092
11,1075,1092
1,1077,1094
2,1078,1093
3,1077,1094
1,1078,1093
2,1079,1093
3,1080,1094
4,1079,1095
1,3948,633
2,4150,24
1,998,2552
2,1056,2571
3,1448,2702
4,2160,2939
5,2161,2940
6,2162,2940
7,2163,2941
8,2164,2942
9,2165,2942
10,2166,2942
11,2167,2944
12,2168,2945
13,2168,2946
14,2169,2946
15,2169,2948
16,2170,2949
17,2170,2950
18,2171,2951
19,2171,2952
20,2171,2953
21,2097,3150
22,2097,3153
23,2097,3157
24,2098,3160
25,2099,3163
26,2099,3166
27,2100,3169
28,2102,3172
29,2254,3476
1,1915,3125
2,1918,3124
3,1918,3126
4,1918,3126
5,1918,3127
6,1917,3127
7,1916,3127
8,1916,3126
9,1916,3125
1,1915,3129
2,1918,3128
1,1919,3131
2,1916,3129
1,1917,3130
2,1915,3132
1,1919,3133
2,1920,3135
3,1918,3133
4,1918,3134
5,1918,3135
6,1918,3135
7,1917,3135
8,1916,3134
9,1916,3133
10,1916,3133
11,1917,3133
1,1920,3136
2,1919,3136
3,1919,3137
4,1919,3138
5,1918,3139
6,1918,3139
7,1917,3138
8,1917,3137
9,1917,3136
10,1918,3136
11,1918,3136
12,1918,3137
13,1919,3138
14,1920,3139
15,1920,3138
16,1920,3137
17,1920,3136
1,1921,3140
2,1921,3142
3,1920,3141
4,1920,3142
5,1920,3143
6,1919,3143
7,1918,3143
8,1918,3142
9,1918,3141
10,1918,3140
11,1918,3140
1,1921,3144
2,1921,3143
3,1920,3143
4,1919,3144
5,1918,3144
6,1918,3145
7,1918,3146
8,1919,3146
9,1919,3146
10,1920,3146
11,1921,3146
12,1921,3146
13,1921,3145
14,1921,3144
1,1921,3147
2,1921,3151
1,1920,3153
2,1923,3152
3,1924,3153
4,1924,3154
5,1923,3155
6,1922,3154
7,1921,3152
1,1921,3156
2,1924,3156
1,1925,3158
2,1922,3156
1,1923,3157
2,1921,3159
1,1925,3159
2,1925,3162
3,1922,3161
1,1925,3163
2,1925,3164
3,1926,3164
4,1923,3165
1,1927,3167
2,1926,3167
3,1926,3166
4,1925,3166
5,1925,3166
6,1924,3167
7,1924,3168
8,1924,3169
9,1925,3169
10,1925,3169
11,1926,3169
12,1927,3169
13,1927,3168
14,1927,3167
1,1928,3172
2,1928,3170
3,1926,3170
4,1926,3171
5,1926,3172
6,1926,3172
7,1926,3173
8,1925,3173
9,1925,3172
10,1925,3172
11,1925,3171
12,1925,3170
1,1922,3127
2,1922,3127
3,1923,3128
4,1920,3129
1,1923,3130
2,1924,3131
3,1921,3131
1,1921,3137
2,1925,3136
1,1925,3139
2,1922,3137
1,1923,3137
2,1922,3139
1,1925,3140
2,1923,3142
3,1926,3143
1,1924,3147
2,1927,3146
1,1925,3149
2,1926,3149
3,1927,3149
4,1927,3150
5,1926,3150
6,1925,3151
1,1929,3156
2,1929,3156
3,1928,3156
4,1928,3156
5,1927,3156
6,1926,3156
7,1926,3157
8,1926,3158
9,1927,3159
10,1928,3159
11,1928,3159
12,1928,3158
13,1929,3158
14,1929,3157
15,1929,3156
1,1925,3160
2,1928,3159
3,1928,3160
4,1929,3160
5,1929,3161
6,1928,3162
7,1928,3162
8,1927,3162
9,1927,3161
10,1927,3160
1,1928,3163
2,1929,3166
3,1930,3165
4,1930,3164
5,1929,3163
6,1928,3163
7,1928,3163
8,1928,3164
9,1928,3165
10,1928,3166
11,1928,3166
1,1928,3167
2,1930,3166
3,1929,3166
1,1930,3166
2,1930,3167
3,1931,3167
4,1931,3168
1,1931,3171
2,1929,3172
1,1931,3171
2,1931,3170
3,1931,3169
4,1930,3169
5,1929,3169
6,1929,3170
7,1929,3171
8,1930,3171
1,1933,3172
2,1930,3173
3,1930,3174
1,1931,3172
2,1931,3173
1,1933,3175
2,1933,3175
1,1932,3175
2,1930,3176
1,1932,3177
2,1932,3176
3,1931,3176
4,1931,3177
5,1931,3178
6,1931,3179
7,1931,3179
8,1931,3179
9,1932,3179
10,1933,3178
11,1932,3177
1,1931,3180
2,1933,3180
3,1932,3180
1,1933,3180
2,1933,3181
3,1934,3182
4,1933,3182
5,1931,3182
1,3074,3240
2,3021,3399
3,2996,3391
1,3050,3294
2,3050,3295
3,3047,3294
1,3049,3297
2,3049,3298
3,3046,3297
1,3045,3303
2,3048,3304
1,3046,3305
2,3045,3303
1,3045,3304
2,3044,3304
1,3046,3307
2,3043,3307
3,3045,3310
1,3041,3313
2,3044,3314
3,3044,3315
4,3043,3316
5,3042,3316
6,3042,3315
7,3042,3314
1,3040,3317
2,3042,3317
3,3041,3317
1,3042,3317
2,3042,3318
3,3042,3319
1,3041,3320
2,3041,3320
3,3040,3319
4,3039,3319
5,3039,3320
6,3038,3320
7,3038,3320
8,3038,3321
9,3039,3321
10,3040,3321
11,3041,3321
12,3041,3320
1,3040,3323
2,3037,3322
1,3039,3323
2,3039,3324
3,3039,3324
4,3038,3325
5,3038,3325
6,3038,3324
7,3038,3324
8,3038,3323
9,3038,3323
1,3038,3327
2,3038,3327
3,3038,3326
4,3037,3326
5,3037,3327
6,3036,3327
7,3036,3327
8,3036,3328
9,3037,3328
10,3038,3328
11,3038,3328
12,3038,3327
1,3036,3331
2,3037,3331
3,3037,3330
4,3037,3330
5,3036,3330
6,3036,3331
7,3035,3331
8,3035,3331
9,3035,3330
10,3035,3330
11,3036,3329
1,3035,3333
2,3035,3334
3,3035,3335
4,3035,3334
5,3036,3334
6,3036,3334
7,3036,3333
8,3035,3333
9,3035,3333
10,3034,3333
11,3034,3334
12,3034,3334
1,3035,3339
2,3032,3337
1,3034,3338
2,3035,3338
3,3035,3337
4,3035,3337
5,3035,3336
6,3034,3336
7,3033,3336
8,3033,3337
9,3033,3337
1,2550,1831
2,2535,1879
1,2557,1847
2,2548,1876
1,2541,1874
2,2555,1833
1,3291,2607
2,3074,3240
1,3209,2859
2,3212,2860
3,3211,2861
4,3211,2862
5,3210,2862
6,3209,2861
7,3209,2860
8,3210,2859
1,3207,2862
2,3210,2863
1,3209,2866
2,3209,2863
1,3209,2863
2,3206,2865
1,3209,2867
2,3209,2867
3,3209,2868
4,3206,2867
1,3208,2870
2,3208,2870
3,3208,2871
4,3205,2870
1,3206,2875
2,3207,2873
3,3206,2873
4,3206,2873
5,3206,2874
6,3205,2875
7,3204,2874
8,3203,2873
9,3204,2873
10,3204,2872
11,3205,2872
1,3206,2877
2,3206,2876
3,3205,2876
4,3204,2877
5,3204,2878
6,3203,2878
7,3202,2878
8,3202,2877
9,3202,2876
10,3203,2876
11,3204,2876
12,3204,2876
13,3204,2877
14,3204,2878
15,3204,2879
16,3205,2879
17,3206,2878
18,3206,2877
1,3204,2882
2,3205,2880
3,3203,2880
4,3203,2880
5,3203,2881
6,3202,2882
7,3202,2882
8,3201,2881
9,3201,2880
10,3202,2880
11,3202,2879
1,3200,2883
2,3203,2885
3,3199,2886
1,3201,2883
2,3201,2885
1,3200,2887
2,3199,2890
1,3197,2891
2,3200,2892
3,3200,2894
4,3199,2894
5,3199,2894
6,3199,2893
7,3199,2892
1,3196,2895
2,3199,2896
3,3196,2896
4,3198,2899
5,3196,2898
1,3197,2901
2,3197,2900
3,3196,2900
4,3196,2900
5,3195,2900
6,3194,2900
7,3194,2901
8,3195,2902
9,3196,2903
10,3196,2903
11,3197,2902
12,3197,2901
1,3196,2905
2,3196,2904
3,3196,2903
4,3196,2904
5,3195,2904
6,3195,2905
7,3194,2906
8,3193,2906
9,3193,2905
10,3193,2904
11,3193,2903
12,3194,2903
13,3194,2903
14,3195,2903
15,3195,2904
16,3195,2905
17,3195,2906
18,3196,2906
19,3196,2905
1,3195,2908
2,3195,2909
3,3194,2908
4,3193,2909
5,3193,2909
6,3193,2909
7,3192,2909
8,3192,2908
9,3192,2907
10,3193,2906
1,3194,2911
2,3193,2913
3,3193,2912
4,3193,2913
5,3192,2913
6,3191,2913
7,3190,2912
8,3190,2911
9,3191,2911
10,3191,2910
11,3192,2910
1,3215,2864
2,3215,2865
3,3215,2866
4,3212,2864
1,3213,2867
2,3214,2868
3,3211,2867
1,3209,2873
2,3212,2873
1,3210,2875
2,3209,2873
1,3210,2873
2,3208,2874
1,3211,2876
2,3207,2877
3,3210,2880
1,3206,2883
2,3209,2883
1,3205,2884
2,3207,2885
1,3206,2884
2,3206,2885
3,3206,2886
4,3206,2886
5,3206,2886
6,3204,2886
1,3206,2893
2,3205,2892
3,3204,2891
4,3203,2891
5,3202,2892
6,3202,2893
7,3202,2893
8,3202,2893
9,3202,2894
10,3203,2894
11,3204,2894
12,3205,2894
13,3205,2893
14,3206,2893
1,3200,2894
2,3203,2896
3,3202,2896
1,3203,2896
2,3203,2896
3,3202,2896
4,3202,2897
5,3202,2897
6,3201,2897
7,3201,2896
8,3201,2896
9,3201,2895
10,3202,2895
1,3201,2899
2,3200,2901
3,3201,2901
4,3202,2900
5,3202,2900
6,3202,2899
7,3201,2899
8,3200,2899
9,3199,2899
10,3199,2900
11,3199,2900
1,3199,2902
2,3201,2902
1,3200,2902
2,3201,2903
3,3201,2903
4,3200,2903
1,3197,2906
2,3199,2906
3,3199,2906
1,3199,2906
2,3199,2906
3,3200,2906
4,3200,2905
5,3199,2904
6,3199,2904
7,3198,2904
8,3198,2905
9,3198,2906
10,3198,2906
1,3200,2909
2,3197,2908
3,3196,2908
4,3196,2909
1,3199,2908
2,3199,2909
1,3199,2911
2,3199,2911
3,3199,2911
1,3198,2910
2,3196,2909
1,3197,2913
2,3197,2912
3,3196,2912
4,3196,2912
5,3195,2913
6,3195,2913
7,3196,2913
8,3196,2914
9,3196,2914
10,3197,2913
11,3197,2913
1,3195,2915
2,3196,2915
1,3196,2915
2,3196,2916
3,3196,2916
4,3196,2917
5,3194,2916
1,3777,1142
2,3520,1897
3,3293,2604
4,3291,2607
1,3559,1814
2,3562,1814
3,3561,1816
4,3561,1817
5,3561,1817
6,3560,1816
7,3560,1815
8,3561,1814
1,3557,1817
2,3561,1818
3,3557,1818
4,3560,1821
5,3557,1820
1,3559,1824
2,3559,1823
3,3559,1822
4,3558,1822
5,3557,1822
6,3557,1822
7,3556,1822
8,3556,1823
9,3556,1824
10,3557,1824
11,3557,1824
12,3558,1824
13,3559,1824
1,3557,1827
2,3557,1826
3,3557,1826
4,3556,1827
5,3556,1828
6,3555,1828
7,3554,1828
8,3554,1827
9,3554,1826
10,3555,1825
11,3556,1825
12,3556,1826
13,3557,1826
14,3557,1827
15,3556,1828
16,3557,1828
17,3557,1828
18,3557,1828
19,3557,1827
1,3557,1830
2,3556,1832
3,3555,1831
4,3555,1831
5,3554,1831
6,3554,1831
7,3554,1831
8,3554,1830
9,3554,1829
10,3554,1829
1,3555,1834
2,3555,1835
3,3554,1834
4,3554,1834
5,3554,1835
6,3553,1835
7,3552,1834
8,3552,1834
9,3552,1833
10,3553,1833
11,3553,1832
1,3553,1836
2,3551,1840
1,3550,1841
2,3553,1841
3,3552,1843
4,3552,1844
5,3551,1844
6,3551,1844
7,3551,1843
8,3551,1841
1,3548,1844
2,3551,1845
1,3551,1847
2,3550,1844
1,3550,1846
2,3547,1847
1,3547,1850
2,3550,1851
3,3548,1848
4,3547,1851
1,3548,1854
2,3548,1853
3,3547,1852
4,3547,1852
5,3546,1852
6,3546,1853
7,3545,1853
8,3545,1854
9,3546,1854
10,3547,1854
11,3547,1854
12,3548,1854
13,3548,1854
1,3546,1858
2,3545,1857
3,3545,1857
4,3546,1856
5,3547,1856
6,3547,1856
7,3547,1857
8,3547,1857
9,3547,1858
10,3546,1858
11,3545,1858
12,3544,1857
13,3544,1857
14,3544,1856
15,3544,1855
16,3545,1855
1,3543,1861
2,3546,1861
3,3544,1859
4,3544,1862
1,3565,1819
2,3565,1820
3,3565,1821
4,3562,1819
1,3564,1822
2,3564,1823
3,3561,1822
1,3559,1828
2,3562,1828
1,3561,1830
2,3560,1828
1,3560,1828
2,3558,1829
1,3561,1831
2,3557,1832
3,3561,1834
1,3556,1838
2,3559,1838
1,3555,1839
2,3557,1840
1,3557,1839
2,3557,1840
3,3557,1841
4,3557,1841
5,3556,1841
6,3554,1841
1,3556,1847
2,3555,1847
3,3554,1846
4,3554,1846
5,3553,1847
6,3552,1847
7,3552,1848
8,3553,1848
9,3553,1849
10,3554,1849
11,3554,1849
12,3555,1849
13,3555,1848
14,3556,1847
1,3551,1849
2,3554,1851
3,3553,1851
1,3554,1851
2,3554,1851
3,3553,1851
4,3553,1852
5,3552,1852
6,3551,1852
7,3551,1851
8,3551,1851
9,3551,1850
10,3552,1850
1,3551,1854
2,3551,1856
3,3551,1856
4,3552,1855
5,3552,1854
6,3552,1854
7,3551,1854
8,3551,1854
9,3550,1854
10,3550,1854
11,3550,1855
1,3549,1857
2,3551,1857
1,3551,1857
2,3551,1857
3,3551,1858
4,3551,1858
1,3547,1861
2,3550,1861
3,3550,1861
4,3551,1861
5,3551,1860
6,3550,1859
7,3549,1859
8,3548,1859
9,3548,1860
10,3548,1861
11,3548,1861
1,3551,1864
2,3547,1863
3,3547,1863
4,3547,1864
1,3550,1863
2,3549,1864
1,3550,1866
2,3549,1866
3,3550,1866
1,3548,1865
2,3547,1865
1,3547,1867
2,3547,1867
3,3547,1867
4,3546,1867
5,3545,1867
6,3546,1868
7,3546,1869
8,3547,1869
9,3547,1868
10,3547,1867
1,3545,1870
2,3547,1870
1,3546,1870
2,3547,1870
3,3547,1871
4,3546,1872
5,3544,1871
1,2952,3393
2,2954,3385
3,2957,3381
4,2959,3381
5,2961,3382
6,2964,3383
7,2965,3385
8,2965,3389
9,2936,3476
1,2227,999
2,2161,977
1,2217,1001
2,2214,1000
1,2214,998
2,2212,1001
1,2212,998
2,2211,999
1,2211,999
2,2210,999
3,2210,999
4,2210,999
5,2209,999
6,2210,997
1,2203,998
2,2204,998
3,2204,998
4,2204,997
5,2204,996
6,2204,996
7,2204,995
8,2203,995
9,2202,995
10,2202,996
11,2201,996
12,2201,997
13,2202,997
14,2202,998
15,2203,998
1,2201,996
2,2201,993
1,2201,996
2,2200,996
3,2199,996
4,2198,995
5,2198,994
6,2199,994
7,2199,993
8,2200,993
9,2201,994
10,2201,995
1,2197,994
2,2195,993
3,2195,994
4,2196,995
5,2197,995
6,2197,994
7,2197,994
8,2197,993
9,2197,992
10,2196,992
11,2195,992
1,2194,992
2,2194,994
1,2194,993
2,2193,993
3,2192,993
1,2189,992
2,2190,990
1,2189,992
2,2190,992
3,2191,992
4,2191,992
5,2192,992
6,2191,992
7,2191,991
8,2191,990
9,2190,990
10,2190,991
1,2187,992
2,2187,990
3,2187,989
1,2188,992
2,2187,992
1,2185,992
2,2184,992
3,2185,992
1,2185,991
2,2186,989
1,2183,990
2,2184,990
3,2184,989
4,2184,989
5,2184,988
6,2183,988
7,2182,988
8,2182,989
9,2182,989
10,2182,990
11,2183,990
1,2181,987
2,2181,989
1,2181,989
2,2180,989
3,2179,989
4,2179,988
5,2179,987
1,2477,247
2,2411,226
1,2467,249
2,2464,247
1,2463,246
2,2462,249
1,2462,246
2,2461,247
1,2461,246
2,2460,247
3,2460,247
4,2460,246
5,2460,245
1,2453,246
2,2453,246
3,2454,246
4,2454,245
5,2454,244
6,2454,243
7,2453,243
8,2453,243
9,2452,243
10,2452,243
11,2451,244
12,2451,245
13,2452,245
14,2452,246
15,2453,246
1,2450,244
2,2451,241
1,2450,243
2,2450,243
3,2449,243
4,2448,243
5,2449,242
6,2450,241
7,2450,242
8,2451,243
1,2447,242
2,2445,241
3,2445,242
4,2446,243
5,2447,243
6,2447,242
7,2447,242
8,2447,241
9,2447,240
10,2447,240
11,2446,240
12,2445,240
1,2444,240
2,2444,242
1,2444,241
2,2444,241
3,2443,241
4,2442,241
1,2439,240
2,2440,238
1,2440,240
2,2440,240
3,2440,240
4,2441,240
5,2442,240
6,2442,240
7,2441,239
8,2440,239
9,2440,239
1,2437,240
2,2438,238
3,2437,237
1,2438,240
2,2437,240
1,2435,240
2,2435,240
1,2435,239
2,2436,237
1,2433,238
2,2434,238
3,2434,237
4,2434,236
5,2434,236
6,2433,236
7,2432,236
8,2432,237
9,2432,238
10,2433,238
1,2431,236
2,2430,237
1,2430,236
2,2430,237
3,2429,237
4,2429,236
5,2429,235
1,2309,753
2,2243,732
1,2299,755
2,2296,753
1,2295,752
2,2294,755
1,2293,752
2,2293,753
1,2293,752
2,2293,753
3,2292,753
4,2291,752
5,2292,751
1,2285,752
2,2286,752
3,2286,751
4,2286,750
5,2286,749
6,2286,749
7,2285,749
8,2284,749
9,2283,749
10,2283,750
11,2283,751
12,2284,751
13,2284,752
14,2285,752
1,2283,750
2,2283,747
1,2283,749
2,2282,749
3,2281,749
4,2280,749
5,2280,749
6,2280,748
7,2281,748
8,2281,747
9,2282,747
10,2282,748
11,2283,748
12,2283,749
1,2279,748
2,2277,747
3,2277,748
4,2278,749
5,2279,748
6,2279,748
7,2279,747
8,2279,746
9,2278,746
10,2277,746
1,2276,746
2,2276,748
1,2276,747
2,2275,747
3,2274,747
1,2271,746
2,2272,744
1,2271,746
2,2272,746
3,2273,746
4,2273,746
5,2273,746
6,2273,745
7,2273,745
8,2273,744
9,2272,745
1,2269,746
2,2270,744
3,2270,743
4,2269,743
1,2270,746
2,2269,746
1,2267,746
2,2266,746
3,2267,746
1,2267,745
2,2268,743
1,2265,744
2,2266,744
3,2266,743
4,2266,743
5,2266,743
6,2265,742
7,2264,743
8,2264,743
9,2264,744
10,2265,744
1,2263,741
2,2263,743
1,2263,743
2,2262,743
3,2261,743
4,2260,743
5,2261,741
1,2099,853
2,2122,787
1,2098,843
2,2099,840
1,2101,839
2,2098,838
1,2102,838
2,2099,837
1,2100,837
2,2100,836
3,2100,835
4,2101,835
5,2102,835
1,2101,828
2,2101,829
3,2102,829
4,2102,830
5,2102,830
6,2103,830
7,2104,830
8,2104,829
9,2105,828
10,2104,828
11,2103,827
12,2102,827
13,2102,828
14,2101,828
1,2106,827
2,2103,826
3,2103,825
4,2103,825
5,2104,825
6,2104,824
7,2105,824
8,2105,825
9,2105,825
10,2105,826
11,2105,826
1,2105,823
2,2105,821
3,2105,821
4,2105,822
5,2105,822
6,2105,823
7,2105,823
8,2106,823
9,2106,822
10,2107,822
11,2106,821
1,2107,820
2,2105,819
3,2106,819
1,2105,819
2,2105,818
3,2105,818
1,2109,815
2,2107,815
3,2107,815
4,2106,815
5,2106,816
6,2106,817
7,2107,817
8,2107,818
9,2108,818
10,2108,817
11,2109,817
12,2109,816
13,2109,815
1,2106,812
2,2109,814
3,2109,814
4,2109,813
5,2110,813
1,2107,814
2,2108,812
1,2107,811
2,2108,811
3,2107,811
1,2108,811
2,2110,812
1,2109,808
2,2109,809
3,2109,809
4,2109,810
5,2110,810
6,2111,810
7,2111,809
8,2111,808
9,2111,808
10,2110,808
11,2109,808
12,2109,808
13,2109,808
1,2112,807
2,2109,806
1,2110,806
2,2110,805
3,2110,805
4,2111,805
5,2112,805
1,1814,1595
2,1836,1528
1,1813,1585
2,1814,1582
1,1816,1581
2,1813,1580
1,1816,1579
2,1814,1578
1,1815,1579
2,1815,1578
3,1814,1578
4,1815,1578
5,1815,1577
6,1816,1577
7,1817,1578
1,1816,1571
2,1816,1571
3,1816,1571
4,1816,1572
5,1817,1572
6,1818,1572
7,1819,1571
8,1819,1571
9,1819,1570
10,1818,1569
11,1817,1569
12,1816,1569
13,1816,1570
14,1816,1571
1,1821,1569
2,1818,1568
3,1818,1568
1,1818,1568
2,1818,1567
3,1819,1566
4,1819,1566
5,1820,1567
6,1820,1568
7,1819,1568
1,1819,1565
2,1820,1563
3,1820,1562
4,1819,1562
5,1819,1563
6,1819,1564
7,1819,1565
8,1820,1565
9,1821,1565
10,1821,1564
11,1821,1563
1,1822,1562
2,1820,1561
3,1821,1561
1,1820,1561
2,1820,1561
3,1820,1560
1,1823,1558
2,1822,1557
3,1821,1558
4,1821,1558
5,1821,1559
6,1822,1559
7,1823,1559
8,1823,1558
9,1823,1558
1,1821,1555
2,1823,1555
3,1824,1555
4,1824,1555
1,1822,1555
2,1823,1555
1,1822,1553
2,1822,1552
3,1822,1553
1,1823,1553
2,1825,1554
1,1823,1551
2,1823,1551
3,1824,1551
4,1824,1552
5,1825,1552
6,1825,1551
7,1826,1551
8,1826,1551
9,1826,1550
10,1825,1550
11,1825,1549
12,1824,1549
13,1824,1550
14,1823,1550
15,1823,1551
1,1826,1548
2,1824,1548
1,1825,1548
2,1825,1548
3,1825,1547
4,1825,1546
5,1826,1546
6,1827,1547
1,2105,855
2,2128,789
1,2104,845
2,2105,842
1,2107,841
2,2104,840
1,2108,840
2,2105,839
1,2106,839
2,2106,838
3,2105,838
4,2106,838
5,2107,837
6,2109,838
1,2107,831
2,2107,831
3,2108,832
4,2109,832
5,2109,832
6,2110,832
7,2110,831
8,2110,831
9,2110,830
10,2109,830
11,2109,829
12,2108,829
13,2108,830
14,2107,831
1,2112,829
2,2109,828
3,2109,828
4,2109,827
5,2110,827
6,2110,826
7,2111,826
8,2112,827
9,2112,828
10,2112,828
11,2111,828
1,2111,825
2,2112,823
3,2111,823
4,2111,824
5,2111,825
6,2111,825
7,2112,825
8,2112,825
9,2113,824
10,2112,824
11,2112,823
1,2113,822
2,2112,822
3,2112,822
1,2112,822
2,2112,821
3,2112,820
1,2115,818
2,2113,817
