xmin,ymin,xmax,ymax,Text
3,45,963
4,45,962
5,45,961
6,46,961
7,47,961
8,48,961
9,49,962
10,49,963
11,49,966
1,1521,1326
2,1514,1328
3,1513,1325
4,1513,1324
5,1514,1324
6,1514,1323
7,1515,1322
8,1516,1323
9,1517,1324
10,1518,1327
1,664,2354
2,672,2350
3,673,2354
4,673,2355
5,673,2356
6,671,2357
7,670,2357
8,670,2356
9,670,2355
10,668,2352
1,670,2364
2,678,2360
3,679,2364
4,679,2365
5,679,2366
6,678,2366
7,677,2367
8,676,2367
9,676,2366
10,675,2365
11,674,2362
1,2529,358
2,2526,351
3,2529,350
4,2531,350
5,2532,350
6,2532,351
7,2532,351
8,2532,352
9,2532,353
10,2531,354
11,2528,355
1,187,223
2,180,224
3,180,221
4,180,220
5,180,219
6,180,219
7,182,219
8,183,219
9,183,220
10,183,220
11,183,223
1,1564,1348
2,1557,1350
3,1556,1347
4,1556,1345
5,1557,1344
6,1557,1344
7,1559,1344
8,1560,1346
9,1560,1349
1,61,946
2,68,946
3,68,950
4,68,950
5,68,951
6,67,951
7,66,951
8,65,951
9,65,950
10,65,950
11,65,946
1,3673,2268
2,3673,2260
3,3676,2260
4,3678,2260
5,3678,2261
6,3679,2262
7,3679,2262
8,3678,2263
9,3678,2264
10,3676,2264
11,3673,2264
1,3857,995
2,3853,988
3,3856,986
4,3858,986
5,3859,986
6,3859,987
7,3860,988
8,3860,989
9,3860,989
10,3859,990
11,3856,992
1,1768,621
2,1760,623
3,1759,619
4,1759,618
5,1760,618
6,1760,617
7,1761,617
8,1762,617
9,1763,617
10,1764,618
11,1764,621
1,571,1292
2,563,1295
3,561,1292
4,561,1291
5,562,1290
6,564,1289
7,565,1289
8,565,1291
9,567,1294
1,2051,3145
2,2071,3181
3,2069,3140
4,2089,3176
5,2087,3135
1,2081,3191
2,2035,3179
1,2043,3204
2,2072,3166
1,2975,1722
2,3021,1734
1,3012,1709
2,2983,1747
1,2176,2919
2,2161,2964
1,2187,2956
2,2151,2926
1,2063,736
2,2109,748
1,2101,723
2,2071,760
1,2246,66
2,2267,101
3,2263,60
4,2285,95
5,2282,54
1,1996,818
2,2017,852
3,2013,812
4,2035,846
5,2032,805
1,2022,860
2,1976,847
1,1984,872
2,2013,835
1,3059,1748
2,3013,1736
1,3022,1761
2,3051,1723
1,2037,693
2,2058,728
3,2055,687
4,2076,722
5,2073,681
1,2272,108
2,2226,95
1,2233,121
2,2263,83
1,2038,3204
2,2040,3201
3,2043,3196
4,2043,3190
5,2042,3187
6,2039,3182
7,2033,3179
8,2030,3179
9,2024,3180
10,2021,3183
11,2019,3189
12,2019,3194
13,2020,3198
14,2023,3202
15,2028,3205
16,2032,3205
17,2038,3204
1,2221,119
2,2224,116
3,2227,111
4,2227,105
5,2225,101
6,2222,97
7,2217,95
8,2213,94
9,2207,95
10,2204,98
11,2202,104
12,2202,109
13,2203,113
14,2207,118
15,2211,121
16,2216,121
17,2221,119
1,2988,1753
2,2991,1750
3,2993,1745
4,2993,1739
5,2992,1736
6,2989,1731
7,2984,1729
8,2980,1728
9,2975,1729
10,2972,1732
11,2969,1737
12,2969,1743
13,2970,1746
14,2973,1752
15,2978,1754
16,2982,1755
17,2988,1753
1,2649,2616
2,2651,2619
3,2657,2621
4,2662,2621
5,2666,2620
6,2670,2617
7,2674,2612
8,2674,2607
9,2672,2602
10,2669,2599
11,2664,2597
12,2658,2597
13,2654,2598
14,2650,2601
15,2647,2607
16,2647,2610
17,2649,2616
1,2057,2907
2,2060,2904
3,2063,2900
4,2063,2893
5,2062,2890
6,2058,2885
7,2053,2883
8,2049,2882
9,2043,2884
10,2040,2887
11,2038,2892
12,2038,2898
13,2040,2901
14,2043,2906
15,2048,2909
16,2052,2909
17,2057,2907
1,2001,687
2,1998,690
3,1996,694
4,1996,700
5,1997,703
6,2000,709
7,2005,711
8,2010,712
9,2015,710
10,2018,706
11,2020,702
12,2020,696
13,2019,693
14,2016,687
15,2010,685
16,2007,684
17,2001,687
1,2867,2329
2,2841,2337
1,2849,2335
2,2841,2332
3,2838,2329
4,2837,2324
5,2838,2319
6,2842,2316
7,2861,2310
1,2041,1706
2,2044,1709
3,2049,1712
4,2055,1712
5,2058,1711
6,2063,1707
7,2066,1703
8,2066,1698
9,2064,1693
10,2061,1690
11,2056,1687
12,2050,1687
13,2047,1689
14,2042,1692
15,2040,1697
16,2039,1701
17,2041,1706
1,1975,873
2,1978,870
3,1980,865
4,1980,859
5,1979,855
6,1976,851
7,1971,848
8,1967,848
9,1961,849
10,1958,852
11,1956,857
12,1956,863
13,1957,867
14,1961,871
15,1965,874
16,1970,874
17,1975,873
1,2352,258
2,2349,255
3,2345,253
4,2339,253
5,2335,253
6,2330,257
7,2328,262
8,2327,266
9,2329,272
10,2332,274
11,2336,277
12,2342,277
13,2346,276
14,2351,272
15,2353,267
16,2354,263
17,2352,258
1,2669,2929
2,2617,3084
1,2535,3330
2,2484,3476
1,2838,2681
2,3069,2758
1,2148,3019
2,2121,3096
1,3703,874
2,3467,795
1,3327,2090
2,3035,1991
1,2674,2626
2,2838,2681
3,3069,2758
4,3219,2807
5,3426,2186
6,3673,2268
1,3157,2528
2,3157,2526
3,3157,2528
4,3158,2527
5,3159,2527
6,3160,2527
7,3160,2528
8,3160,2528
9,3159,2529
1,3158,2525
2,3157,2525
3,3157,2524
4,3158,2524
5,3158,2523
6,3159,2523
7,3160,2524
8,3160,2526
9,3161,2524
1,3163,2519
2,3160,2518
3,3163,2518
4,3160,2515
5,3163,2516
1,3164,2515
2,3161,2514
3,3164,2513
4,3162,2511
5,3165,2512
1,3166,2507
2,3163,2506
1,3167,2505
2,3165,2505
1,3166,2505
2,3166,2505
3,3166,2504
4,3166,2503
5,3166,2503
6,3168,2504
1,3166,2497
2,3167,2498
3,3167,2498
4,3168,2498
5,3169,2498
6,3170,2498
7,3170,2497
8,3170,2496
9,3170,2495
10,3169,2495
11,3168,2495
12,3167,2495
13,3167,2496
14,3166,2497
1,3172,2495
2,3169,2494
3,3169,2493
4,3170,2492
5,3170,2492
6,3171,2492
7,3171,2493
8,3171,2494
9,3170,2495
1,3170,2491
2,3171,2489
3,3170,2489
4,3170,2490
5,3170,2491
6,3171,2491
7,3172,2491
8,3173,2490
9,3173,2489
10,3172,2489
1,3173,2488
2,3171,2488
3,3172,2488
1,3171,2488
2,3171,2487
3,3171,2486
1,3174,2484
2,3173,2483
3,3172,2484
4,3172,2485
5,3172,2485
6,3173,2485
7,3173,2485
8,3174,2485
9,3174,2484
10,3174,2483
1,3172,2481
2,3174,2482
3,3175,2482
4,3175,2481
1,3173,2482
2,3173,2480
1,3173,2479
2,3173,2479
1,3173,2479
2,3176,2479
1,3174,2477
2,3175,2478
3,3176,2478
4,3176,2478
5,3176,2477
6,3176,2476
7,3176,2475
8,3175,2475
9,3175,2476
10,3174,2477
1,3177,2475
2,3175,2475
1,3176,2475
2,3176,2474
3,3176,2473
4,3176,2472
5,3176,2472
6,3178,2473
1,61,986
2,61,946
1,93,366
2,93,371
3,152,374
4,151,386
1,636,2712
2,690,2808
3,580,3476
1,596,3176
2,596,3179
3,595,3177
4,595,3178
5,594,3178
6,594,3179
7,594,3179
8,594,3178
9,593,3178
10,593,3177
11,593,3176
12,594,3176
13,594,3176
1,595,3180
2,596,3181
3,595,3182
4,594,3182
5,594,3182
6,594,3182
7,593,3179
8,592,3182
1,591,3186
2,594,3187
3,591,3188
4,594,3190
5,591,3189
1,591,3191
2,594,3192
3,591,3192
4,594,3195
5,590,3194
1,589,3199
2,592,3199
1,589,3201
2,591,3201
1,591,3201
2,591,3202
3,591,3202
4,591,3202
5,591,3203
6,589,3202
1,591,3209
2,591,3209
3,590,3208
4,589,3208
5,588,3208
6,588,3209
7,588,3209
8,588,3209
9,588,3210
10,588,3210
11,588,3211
12,589,3211
13,590,3211
14,591,3211
15,591,3210
16,591,3209
1,586,3212
2,589,3212
3,589,3213
4,589,3214
5,588,3214
6,588,3215
7,588,3214
8,587,3214
9,587,3213
10,587,3212
11,588,3212
12,588,3212
1,588,3215
2,588,3218
3,588,3218
4,588,3217
5,588,3216
6,588,3215
7,587,3215
8,587,3216
9,587,3217
10,587,3218
1,586,3218
2,588,3219
1,588,3219
2,588,3219
3,588,3220
4,588,3221
1,588,3224
2,585,3223
1,587,3224
2,588,3223
3,588,3222
4,588,3222
5,587,3222
6,586,3222
7,585,3222
8,585,3223
9,586,3224
1,588,3226
2,585,3225
3,585,3226
1,588,3225
2,587,3226
1,588,3228
2,588,3228
3,588,3228
1,587,3228
2,584,3228
1,586,3230
2,586,3229
3,585,3229
4,584,3229
5,584,3230
6,584,3231
7,584,3232
8,585,3232
9,586,3232
10,586,3231
11,586,3230
1,584,3232
2,586,3233
3,585,3232
1,586,3233
2,586,3234
3,586,3235
4,585,3235
5,584,3235
1,4103,190
2,4110,193
3,4055,355
4,3873,896
5,3843,989
6,3857,995
1,3994,562
2,3993,563
3,3992,562
4,3992,562
5,3991,562
6,3991,563
7,3991,562
8,3990,562
9,3991,562
10,3991,561
11,3991,560
12,3991,560
1,3991,565
2,3992,565
3,3992,565
4,3992,566
5,3991,566
6,3991,567
7,3991,566
8,3991,565
9,3990,563
10,3988,566
1,3987,571
2,3990,572
3,3987,572
4,3989,575
5,3986,573
1,3986,575
2,3989,576
3,3985,576
4,3988,578
5,3984,578
1,3983,582
2,3986,584
1,3983,584
2,3984,585
1,3984,585
2,3984,585
3,3984,586
4,3984,586
5,3982,586
1,3983,593
2,3983,592
3,3982,591
4,3981,591
5,3981,591
6,3980,591
7,3980,592
8,3980,593
9,3980,594
10,3981,594
11,3981,595
12,3982,594
13,3983,594
14,3983,593
1,3978,595
2,3981,595
3,3981,596
4,3981,597
5,3980,597
6,3979,597
7,3978,597
8,3978,596
9,3978,595
10,3979,595
11,3979,595
1,3979,598
2,3978,601
3,3979,601
4,3979,600
5,3980,600
6,3979,599
7,3979,598
8,3978,598
9,3978,598
10,3978,599
11,3978,600
12,3978,601
1,3977,601
2,3978,602
3,3978,601
1,3978,602
2,3978,603
3,3978,604
1,3978,607
2,3975,606
3,3975,605
4,3975,605
5,3976,605
6,3976,604
7,3977,604
8,3978,605
9,3978,605
10,3978,606
11,3977,606
1,3978,608
2,3975,608
3,3974,608
4,3974,608
1,3977,608
2,3976,609
1,3977,611
2,3977,611
1,3976,611
2,3974,610
1,3975,613
2,3975,612
3,3975,611
4,3974,611
5,3974,611
6,3973,612
7,3973,613
8,3974,614
9,3974,614
10,3975,613
1,3972,614
2,3974,615
1,3974,615
2,3974,616
3,3974,617
4,3973,617
5,3971,616
1,577,1277
2,571,1292
1,1561,1360
2,1564,1348
1,259,2321
2,259,2298
1,653,2416
2,670,2364
1,52,986
2,52,966
1,498,2374
2,510,2337
1,1764,635
2,1768,621
1,885,1136
2,889,1119
1,2230,1223
2,2244,1226
1,644,2413
2,664,2354
1,186,242
2,187,223
1,874,2789
2,785,2840
3,656,3476
1,647,2715
2,696,2806
3,569,3476
1,611,3151
2,611,3153
3,610,3152
4,610,3153
5,609,3153
6,608,3153
7,608,3152
8,608,3151
9,608,3150
10,609,3150
1,610,3155
2,611,3155
3,611,3156
4,611,3156
5,610,3156
6,610,3157
7,609,3156
8,607,3154
9,607,3156
1,606,3161
2,609,3162
3,606,3163
4,609,3165
5,606,3164
1,605,3166
2,608,3166
3,605,3167
4,608,3169
5,605,3169
1,604,3173
2,607,3174
1,604,3175
2,606,3176
1,605,3176
2,605,3176
3,605,3177
4,604,3177
5,603,3177
1,605,3184
2,605,3183
3,604,3182
4,604,3182
5,603,3182
6,602,3183
7,602,3184
8,602,3185
9,603,3186
10,604,3186
11,604,3186
12,604,3185
13,605,3185
14,605,3184
1,604,3186
2,601,3186
1,603,3186
2,604,3187
3,604,3188
4,603,3189
5,602,3189
6,601,3189
7,601,3188
8,601,3187
9,601,3186
10,602,3186
1,602,3190
2,601,3192
3,602,3192
4,602,3192
5,603,3192
6,603,3191
7,602,3190
8,601,3190
9,601,3190
10,601,3191
11,601,3192
12,601,3192
1,600,3193
2,602,3193
1,601,3193
2,602,3194
3,602,3195
1,601,3199
2,599,3198
1,601,3198
2,601,3198
3,601,3197
4,601,3196
5,601,3195
6,600,3195
7,600,3196
8,599,3197
9,600,3198
1,602,3200
2,600,3200
3,599,3200
4,599,3201
1,601,3199
2,601,3201
1,601,3202
2,601,3202
1,601,3202
2,598,3202
1,600,3205
2,600,3204
3,599,3203
4,598,3203
5,598,3204
6,598,3205
7,598,3205
8,599,3205
9,600,3205
10,600,3205
1,597,3207
2,600,3207
1,599,3207
2,599,3208
3,600,3208
4,599,3209
5,599,3209
6,597,3209
1,1515,1345
2,1521,1326
1,2519,355
2,2529,358
1,2989,1725
2,3059,1748
1,2058,2879
2,2176,2919
1,2083,2881
2,2086,2882
3,2084,2883
4,2085,2883
5,2085,2883
6,2085,2884
7,2084,2884
8,2083,2884
9,2082,2884
10,2082,2883
1,2088,2883
2,2087,2883
3,2086,2883
4,2086,2883
5,2086,2884
6,2086,2885
7,2087,2886
8,2088,2886
9,2088,2885
10,2089,2885
11,2089,2884
12,2089,2883
13,2089,2883
14,2088,2883
1,2092,2883
2,2091,2883
3,2090,2884
4,2089,2885
5,2089,2886
6,2090,2886
7,2091,2886
8,2092,2886
9,2092,2886
10,2092,2884
11,2092,2883
1,2096,2889
2,2097,2886
3,2098,2889
4,2100,2886
5,2099,2890
1,2101,2890
2,2102,2887
3,2102,2890
4,2105,2888
5,2103,2891
1,2109,2893
2,2109,2890
1,2110,2893
2,2110,2891
1,2110,2892
2,2111,2891
3,2112,2891
4,2112,2892
5,2112,2892
6,2112,2893
7,2112,2893
1,2118,2893
2,2118,2893
3,2118,2893
4,2117,2893
5,2117,2894
6,2117,2895
7,2117,2896
8,2118,2896
9,2118,2896
10,2119,2896
11,2120,2895
12,2120,2894
13,2120,2893
14,2119,2893
15,2118,2893
1,2120,2898
2,2121,2895
3,2122,2895
4,2122,2895
5,2123,2895
6,2123,2896
7,2123,2896
8,2122,2897
9,2122,2897
10,2121,2896
1,2125,2896
2,2126,2897
3,2126,2896
4,2125,2896
5,2125,2896
6,2125,2896
7,2124,2897
8,2125,2898
9,2125,2898
10,2126,2898
1,2127,2899
2,2128,2896
1,2128,2898
2,2128,2897
3,2128,2897
4,2129,2897
1,2132,2898
2,2132,2900
1,2132,2899
2,2132,2898
3,2131,2898
4,2130,2898
5,2130,2899
6,2130,2900
7,2130,2900
8,2131,2900
9,2132,2900
10,2132,2900
1,2135,2898
2,2134,2900
3,2134,2901
4,2135,2901
1,2134,2899
2,2135,2900
1,2136,2899
2,2137,2899
3,2136,2899
1,2136,2900
2,2135,2902
1,2138,2900
2,2138,2900
3,2137,2901
4,2137,2902
5,2138,2902
6,2138,2903
7,2138,2903
8,2139,2903
9,2139,2902
10,2139,2901
11,2139,2900
12,2138,2900
1,2140,2903
2,2141,2901
1,2141,2902
2,2141,2902
3,2142,2902
4,2143,2902
5,2143,2903
6,2142,2904
1,32,2576
2,52,2578
3,170,2599
4,288,2622
5,404,2649
6,521,2679
7,636,2712
1,746,2747
2,874,2789
3,1021,2837
4,1267,2920
5,1896,3130
6,2039,3176
1,2069,1707
2,2073,1693
3,2132,1519
4,2230,1223
5,2286,1053
6,2373,792
7,2450,563
8,2519,355
9,2526,333
10,2603,103
11,2629,24
1,2299,24
2,2272,108
1,2302,25
2,2306,26
3,2302,26
4,2305,29
5,2302,28
1,2301,29
2,2304,30
3,2301,30
4,2303,33
5,2300,32
1,2299,37
2,2302,38
1,2298,38
2,2300,39
1,2299,39
2,2300,39
3,2299,40
4,2299,41
5,2299,41
6,2298,40
1,2299,47
2,2299,46
3,2298,46
4,2298,46
5,2297,46
6,2296,46
7,2296,46
8,2296,46
9,2296,47
10,2296,48
11,2296,49
12,2297,49
13,2298,49
14,2298,48
15,2299,48
16,2299,47
1,2293,49
2,2296,49
3,2296,50
4,2296,51
5,2296,52
6,2295,52
7,2294,51
8,2294,50
9,2294,49
10,2295,49
1,2295,52
2,2294,55
3,2295,55
4,2296,54
5,2295,53
6,2295,52
7,2294,52
8,2293,53
9,2293,54
10,2293,55
1,2293,55
2,2295,56
1,2293,56
2,2294,56
3,2294,57
4,2294,58
1,2293,61
2,2291,60
1,2293,61
2,2293,60
3,2293,59
4,2293,59
5,2293,59
6,2292,59
7,2291,59
8,2291,59
9,2291,60
10,2292,60
1,2293,63
2,2291,62
3,2290,62
4,2290,63
1,2293,62
2,2292,63
1,2293,65
2,2293,65
3,2293,65
1,2292,65
2,2289,64
1,2291,67
2,2291,66
3,2290,65
4,2289,65
5,2289,66
6,2289,66
7,2289,67
8,2289,68
9,2289,68
10,2290,68
11,2291,68
12,2291,67
1,2288,69
2,2290,69
1,2289,69
2,2289,70
3,2289,71
4,2289,71
5,2287,71
1,2081,3191
2,2082,3192
3,2099,3197
4,2239,3476
1,2975,1722
2,3269,835
3,3539,24
1,32,2284
2,130,2298
3,259,2321
4,378,2347
5,498,2374
6,644,2413
1,836,2472
2,2058,2879
1,2139,3023
2,2112,3102
1,2141,3035
2,2141,3037
3,2140,3035
4,2140,3036
5,2139,3037
6,2138,3036
7,2138,3035
8,2138,3034
9,2138,3034
10,2139,3034
1,2140,3039
2,2140,3038
3,2139,3038
4,2138,3038
5,2137,3038
6,2137,3039
7,2138,3040
8,2138,3040
9,2139,3041
10,2140,3040
11,2140,3039
1,2139,3043
2,2139,3042
3,2138,3041
4,2138,3041
5,2137,3041
6,2136,3041
7,2136,3042
8,2135,3043
9,2136,3043
10,2137,3044
11,2138,3044
12,2138,3044
13,2138,3043
14,2139,3043
1,2134,3047
2,2137,3049
3,2133,3049
4,2136,3051
5,2133,3051
1,2132,3052
2,2135,3053
3,2132,3054
4,2135,3056
5,2132,3054
1,2130,3060
2,2132,3062
3,2128,3063
1,2131,3061
2,2130,3062
1,2130,3064
2,2130,3065
3,2129,3066
4,2128,3066
5,2128,3066
6,2128,3065
7,2128,3064
8,2128,3064
9,2132,3064
1,2126,3069
2,2128,3070
3,2128,3070
1,2128,3070
2,2128,3069
3,2128,3068
4,2128,3067
5,2128,3067
6,2127,3067
7,2127,3068
8,2127,3069
1,2126,3070
2,2128,3071
3,2127,3070
1,2128,3071
2,2128,3072
3,2128,3073
4,2127,3073
5,2125,3072
1,2127,3077
2,2124,3076
1,2125,3077
2,2126,3076
3,2126,3075
4,2126,3074
5,2125,3074
6,2125,3074
7,2124,3075
8,2124,3076
9,2125,3076
1,2125,3079
2,2125,3078
3,2125,3078
4,2125,3077
5,2124,3077
6,2123,3077
7,2123,3078
8,2123,3079
9,2123,3080
10,2124,3080
11,2125,3080
12,2125,3079
13,2125,3079
1,2122,3080
2,2125,3081
1,2124,3081
2,2124,3082
3,2124,3083
4,2123,3083
5,2122,3083
1,2122,3084
2,2122,3087
3,2122,3087
4,2122,3086
5,2123,3086
6,2123,3085
7,2122,3084
8,2122,3084
9,2121,3084
10,2121,3085
11,2121,3086
1,2122,3090
2,2119,3089
1,2121,3090
2,2122,3090
3,2122,3089
4,2122,3088
5,2121,3087
6,2120,3087
7,2120,3088
8,2119,3089
9,2120,3090
1,2049,731
2,2063,736
1,2022,860
2,2040,866
3,2089,963
4,2082,986
5,1941,1406
6,1845,1455
7,1627,1382
8,1561,1360
9,1515,1345
10,1476,1332
11,1167,1229
12,1055,1192
13,1004,1173
14,901,1140
15,885,1136
16,798,1110
17,796,1110
18,692,1082
19,588,1058
20,482,1038
21,376,1020
22,343,1015
23,236,1001
24,129,991
25,61,986
26,52,986
27,32,984
1,586,1170
2,586,1170
3,585,1170
4,586,1167
1,581,1170
2,583,1170
3,583,1169
4,582,1169
5,581,1169
6,581,1168
7,581,1167
8,581,1167
9,581,1167
10,582,1167
11,583,1167
12,584,1167
1,578,1169
2,579,1169
3,580,1168
4,580,1167
5,580,1167
6,579,1167
7,579,1166
8,578,1166
9,578,1166
10,578,1167
11,577,1167
12,577,1168
13,578,1169
14,578,1169
1,573,1165
2,572,1168
3,571,1164
4,569,1167
5,570,1164
1,568,1164
2,568,1167
3,567,1163
4,565,1167
5,565,1163
1,561,1163
