Polyline,X,Y,
,,,
3,753,290,
,,,
4,782,288,
,,,
1,749,242,
,,,
2,753,290,
,,,
3,720,244,
,,,
4,749,242,
,,,
1,753,290,
,,,
2,720,244,
,,,
3,592,304,
,,,
4,753,290,
,,,
1,720,244,
,,,
2,592,304,
,,,
3,559,258,
,,,
4,720,244,
,,,
1,592,304,
,,,
2,559,258,
,,,
3,563,307,
,,,
4,592,304,
,,,
1,559,258,
,,,
2,563,307,
,,,
3,530,260,
,,,
4,559,258,
,,,
1,563,307,
,,,
2,530,260,
,,,
3,402,319,
,,,
4,563,307,
,,,
1,530,260,
,,,
2,402,319,
,,,
3,369,273,
,,,
4,530,260,
,,,
1,402,319,
,,,
2,369,273,
,,,
3,372,322,
,,,
4,402,319,
,,,
1,369,273,
,,,
2,372,322,
,,,
3,339,275,
,,,
4,369,273,
,,,
1,297,278,
,,,
2,339,275,
,,,
3,297,295,
,,,
4,297,278,
,,,
1,339,275,
,,,
2,297,295,
,,,
3,372,322,
,,,
4,339,275,
,,,
1,297,295,
,,,
2,372,322,
,,,
3,297,327,
,,,
4,297,295,
,,,
1,1134,254,
,,,
2,1137,281,
,,,
3,1118,255,
,,,
4,1134,254,
,,,
1,1137,281,
,,,
2,1118,255,
,,,
3,963,299,
,,,
4,1137,281,
,,,
1,1118,255,
,,,
2,963,299,
,,,
3,944,273,
,,,
4,1118,255,
,,,
1,963,299,
,,,
2,944,273,
,,,
3,946,300,
,,,
4,963,299,
,,,
1,944,273,
,,,
2,946,300,
,,,
3,928,274,
,,,
4,944,273,
,,,
1,946,300,
,,,
2,928,274,
,,,
3,772,316,
,,,
4,946,300,
,,,
1,928,274,
,,,
2,772,316,
,,,
3,753,290,
,,,
4,928,274,
,,,
1,772,316,
,,,
2,753,290,
,,,
3,756,318,
,,,
4,772,316,
,,,
1,753,290,
,,,
2,756,318,
,,,
3,737,292,
,,,
4,753,290,
,,,
1,756,318,
,,,
2,737,292,
,,,
3,582,333,
,,,
4,756,318,
,,,
1,737,292,
,,,
2,582,333,
,,,
3,563,307,
,,,
4,737,292,
,,,
1,582,333,
,,,
2,563,307,
,,,
3,565,334,
,,,
4,582,333,
,,,
1,563,307,
,,,
2,565,334,
,,,
3,546,308,
,,,
4,563,307,
,,,
1,565,334,
,,,
2,546,308,
,,,
3,391,348,
,,,
4,565,334,
,,,
1,546,308,
,,,
2,391,348,
,,,
3,372,322,
,,,
4,546,308,
,,,
1,391,348,
,,,
2,372,322,
,,,
3,375,350,
,,,
4,391,348,
,,,
1,372,322,
,,,
2,375,350,
,,,
3,355,323,
,,,
4,372,322,
,,,
1,297,327,
,,,
2,355,323,
,,,
3,297,338,
,,,
4,297,327,
,,,
1,355,323,
,,,
2,297,338,
,,,
3,375,350,
,,,
4,355,323,
,,,
1,297,338,
,,,
2,375,350,
,,,
3,297,355,
,,,
4,297,338,
,,,
1,1119,107,
,,,
2,1086,62,
,,,
1,1086,62,
,,,
2,1119,107,
,,,
1,1114,59,
,,,
2,1119,107,
,,,
3,1086,62,
,,,
4,1114,59,
,,,
1,1119,107,
,,,
2,1086,62,
,,,
3,1119,107,
,,,
1,1086,62,
,,,
2,1119,107,
,,,
3,1086,62,
,,,
1,1119,107,
,,,
2,1086,62,
,,,
3,958,123,
,,,
4,1119,107,
,,,
1,1086,62,
,,,
2,958,123,
,,,
3,925,78,
,,,
4,1086,62,
,,,
1,958,123,
,,,
2,925,78,
,,,
3,930,126,
,,,
4,958,123,
,,,
1,925,78,
,,,
2,930,126,
,,,
3,897,80,
,,,
4,925,78,
,,,
1,930,126,
,,,
2,897,80,
,,,
3,769,141,
,,,
4,930,126,
,,,
1,897,80,
,,,
2,769,141,
,,,
3,736,95,
,,,
4,897,80,
,,,
1,769,141,
,,,
2,736,95,
,,,
3,740,144,
,,,
4,769,141,
,,,
1,736,95,
,,,
2,740,144,
,,,
3,707,98,
,,,
4,736,95,
,,,
1,740,144,
,,,
2,707,98,
,,,
3,580,158,
,,,
4,740,144,
,,,
1,707,98,
,,,
2,580,158,
,,,
3,547,112,
,,,
4,707,98,
,,,
1,580,158,
,,,
2,547,112,
,,,
3,551,160,
,,,
4,580,158,
,,,
1,547,112,
,,,
2,551,160,
,,,
3,518,114,
,,,
4,547,112,
,,,
1,551,160,
,,,
2,518,114,
,,,
3,391,173,
,,,
4,551,160,
,,,
1,518,114,
,,,
2,391,173,
,,,
3,358,127,
,,,
4,518,114,
,,,
1,391,173,
,,,
2,358,127,
,,,
3,361,175,
,,,
4,391,173,
,,,
1,358,127,
,,,
2,361,175,
,,,
3,328,129,
,,,
4,358,127,
,,,
1,297,131,
,,,
2,328,129,
,,,
3,297,143,
,,,
4,297,131,
,,,
1,328,129,
,,,
2,297,143,
,,,
3,361,175,
,,,
4,328,129,
,,,
1,297,143,
,,,
2,361,175,
,,,
3,297,180,
,,,
4,297,143,
,,,
1,1106,48,
,,,
2,1113,48,
,,,
3,1114,59,
,,,
4,1106,48,
,,,
1,1106,48,
,,,
2,1114,59,
,,,
3,1106,48,
,,,
1,934,48,
,,,
2,1008,48,
,,,
3,953,75,
,,,
4,934,48,
,,,
1,953,75,
,,,
2,1114,59,
,,,
3,1008,48,
,,,
4,953,75,
,,,
1,1114,59,
,,,
2,1008,48,
,,,
3,1106,48,
,,,
4,1114,59,
,,,
1,904,48,
,,,
2,922,48,
,,,
3,925,78,
,,,
4,904,48,
,,,
1,925,78,
,,,
2,953,75,
,,,
3,922,48,
,,,
4,925,78,
,,,
1,953,75,
,,,
2,922,48,
,,,
3,934,48,
,,,
4,953,75,
,,,
1,733,48,
,,,
2,857,48,
,,,
3,765,93,
,,,
4,733,48,
,,,
1,765,93,
,,,
2,925,78,
,,,
3,857,48,
,,,
4,765,93,
,,,
1,925,78,
,,,
2,857,48,
,,,
3,904,48,
,,,
4,925,78,
,,,
1,703,49,
,,,
2,736,95,
,,,
3,713,48,
,,,
4,703,49,
,,,
1,736,95,
,,,
2,713,48,
,,,
3,732,48,
,,,
4,736,95,
,,,
1,736,95,
,,,
2,765,93,
,,,
3,732,48,
,,,
4,736,95,
,,,
1,765,93,
,,,
2,732,48,
,,,
3,733,48,
,,,
4,765,93,
,,,
1,736,95,
,,,
2,703,49,
,,,
3,576,109,
,,,
4,736,95,
,,,
1,703,49,
,,,
2,576,109,
,,,
3,543,63,
,,,
4,703,49,
,,,
1,576,109,
,,,
2,543,63,
,,,
3,547,112,
,,,
4,576,109,
,,,
1,543,63,
,,,
2,547,112,
,,,
3,514,65,
,,,
4,543,63,
,,,
1,547,112,
,,,
2,514,65,
,,,
3,387,124,
,,,
4,547,112,
,,,
1,514,65,
,,,
2,387,124,
,,,
3,354,78,
,,,
4,514,65,
,,,
1,387,124,
,,,
2,354,78,
,,,
3,358,127,
,,,
4,387,124,
,,,
1,354,78,
,,,
2,358,127,
,,,
3,324,80,
,,,
4,354,78,
,,,
1,297,82,
,,,
2,324,80,
,,,
3,297,93,
,,,
4,297,82,
,,,
1,324,80,
,,,
2,297,93,
,,,
3,358,127,
,,,
4,324,80,
,,,
1,297,93,
,,,
2,358,127,
,,,
3,297,131,
,,,
4,297,93,
,,,
1,563,48,
,,,
2,598,48,
,,,
3,572,60,
,,,
4,563,48,
,,,
1,598,48,
,,,
2,572,60,
,,,
3,713,48,
,,,
4,598,48,
,,,
1,532,48,
,,,
2,542,48,
,,,
3,543,63,
,,,
4,532,48,
,,,
1,543,63,
,,,
2,572,60,
,,,
3,542,48,
,,,
4,543,63,
,,,
1,572,60,
,,,
2,542,48,
,,,
3,563,48,
,,,
4,572,60,
,,,
1,364,48,
,,,
2,442,48,
,,,
3,384,75,
,,,
4,364,48,
,,,
1,384,75,
,,,
2,543,63,
,,,
3,442,48,
,,,
4,384,75,
,,,
1,543,63,
,,,
2,442,48,
,,,
3,532,48,
,,,
4,543,63,
,,,
1,333,48,
,,,
2,352,48,
,,,
3,354,78,
,,,
4,333,48,
,,,
1,354,78,
,,,
2,384,75,
,,,
3,352,48,
,,,
4,354,78,
,,,
1,384,75,
,,,
2,352,48,
,,,
3,364,48,
,,,
4,384,75,
,,,
1,297,82,
,,,
2,354,78,
,,,
3,297,48,
,,,
4,297,82,
,,,
1,354,78,
,,,
2,297,48,
,,,
3,333,48,
,,,
4,354,78,
,,,
1,1114,59,
,,,
2,1146,104,
,,,
3,1217,48,
,,,
4,1114,59,
,,,
1,1146,104,
,,,
2,1217,48,
,,,
3,1610,48,
,,,
4,1146,104,
,,,
1,1610,48,
,,,
2,1693,48,
,,,
3,1146,104,
,,,
4,1610,48,
,,,
1,1146,104,
,,,
2,1114,59,
,,,
1,1146,104,
,,,
2,1146,104,
,,,
3,1114,59,
,,,
4,1146,104,
,,,
1,1146,104,
,,,
2,1114,59,
,,,
3,1146,104,
,,,
1,1114,59,
,,,
2,1146,104,
,,,
3,1119,107,
,,,
4,1114,59,
,,,
1,1136,48,
,,,
2,1206,48,
,,,
3,1141,56,
,,,
4,1136,48,
,,,
1,1206,48,
,,,
2,1141,56,
,,,
3,1217,48,
,,,
4,1206,48,
,,,
1,1114,59,
,,,
2,1141,56,
,,,
3,1113,48,
,,,
4,1114,59,
,,,
1,1141,56,
,,,
2,1113,48,
,,,
3,1136,48,
,,,
4,1141,56,
,,,
1,1136,48,
,,,
2,1141,56,
,,,
3,1136,48,
,,,
1,1119,107,
,,,
2,1152,153,
,,,
3,1693,48,
,,,
4,1119,107,
,,,
1,1152,153,
,,,
2,1693,48,
,,,
3,1876,48,
,,,
4,1152,153,
,,,
1,1876,48,
,,,
2,2169,48,
,,,
3,1152,153,
,,,
4,1876,48,
,,,
1,1152,153,
,,,
2,1119,107,
,,,
1,1152,153,
,,,
2,1152,153,
,,,
3,1119,107,
,,,
4,1152,153,
,,,
1,1152,153,
,,,
2,1119,107,
,,,
3,1152,153,
,,,
1,1119,107,
,,,
2,1152,153,
,,,
3,1124,156,
,,,
4,1119,107,
,,,
1,2422,48,
,,,
2,2591,48,
,,,
3,2437,69,
,,,
4,2422,48,
,,,
1,2591,48,
,,,
2,2437,69,
,,,
3,2645,48,
,,,
4,2591,48,
,,,
1,1124,156,
,,,
2,1157,202,
,,,
3,2169,48,
,,,
4,1124,156,
,,,
1,1157,202,
,,,
2,2169,48,
,,,
3,2234,48,
,,,
4,1157,202,
,,,
1,1157,202,
,,,
2,2437,69,
,,,
3,2234,48,
,,,
4,1157,202,
,,,
1,2437,69,
,,,
2,2234,48,
,,,
3,2422,48,
,,,
4,2437,69,
,,,
1,1157,202,
,,,
2,1124,156,
,,,
1,1157,202,
,,,
2,1157,202,
,,,
3,1124,156,
,,,
4,1157,202,
,,,
1,1157,202,
,,,
2,1124,156,
,,,
3,1157,202,
,,,
1,1124,156,
,,,
2,1157,202,
,,,
3,1129,205,
,,,
4,1124,156,
,,,
1,1129,205,
,,,
2,1162,251,
,,,
3,2645,48,
,,,
4,1129,205,
,,,
1,1162,251,
,,,
2,2645,48,
,,,
3,2822,48,
,,,
4,1162,251,
,,,
1,2822,48,
,,,
2,3121,48,
,,,
3,1162,251,
,,,
4,2822,48,
,,,
1,1162,251,
,,,
2,1129,205,
,,,
1,1162,251,
,,,
2,1162,251,
,,,
3,1129,205,
,,,
4,1162,251,
,,,
1,1162,251,
,,,
2,1129,205,
,,,
3,1162,251,
,,,
1,1129,205,
,,,
2,1162,251,
,,,
3,1134,254,
,,,
4,1129,205,
,,,
1,3121,48,
,,,
2,3393,48,
,,,
3,1134,254,
,,,
4,3121,48,
,,,
1,3393,48,
,,,
2,1134,254,
,,,
3,1137,281,
,,,
4,3393,48,
,,,
1,3849,78,
,,,
2,3849,79,
,,,
3,3848,78,
,,,
4,3849,78,
,,,
1,3849,79,
,,,
2,3848,78,
,,,
3,3854,127,
,,,
4,3849,79,
,,,
1,3848,78,
,,,
2,3854,127,
,,,
3,3821,81,
,,,
4,3848,78,
,,,
1,3821,81,
,,,
2,1145,358,
,,,
3,1177,404,
,,,
4,3821,81,
,,,
1,1145,358,
,,,
2,1177,404,
,,,
3,1150,406,
,,,
4,1145,358,
,,,
1,3821,81,
,,,
2,3854,127,
,,,
3,1177,404,
,,,
4,3821,81,
,,,
1,3849,78,
,,,
2,1145,358,
,,,
3,3846,51,
,,,
4,3849,78,
,,,
1,1145,358,
,,,
2,3846,51,
,,,
3,1142,330,
,,,
4,1145,358,
,,,
1,3882,405,
,,,
2,1178,685,
,,,
3,3879,370,
,,,
4,3882,405,
,,,
1,1178,685,
,,,
2,3879,370,
,,,
3,1175,650,
,,,
4,1178,685,
,,,
1,3879,370,
,,,
2,1175,650,
,,,
3,3874,322,
,,,
4,3879,370,
,,,
1,1175,650,
,,,
2,3874,322,
,,,
3,1170,601,
,,,
4,1175,650,
,,,
1,3874,322,
,,,
2,1170,601,
,,,
3,3869,273,
,,,
4,3874,322,
,,,
1,1170,601,
,,,
2,3869,273,
,,,
3,1165,553,
,,,
4,1170,601,
,,,
1,3869,273,
,,,
2,1165,553,
,,,
3,3864,224,
,,,
4,3869,273,
,,,
1,1165,553,
,,,
2,3864,224,
,,,
3,1160,504,
,,,
4,1165,553,
,,,
1,3864,224,
,,,
2,1160,504,
,,,
3,3859,175,
,,,
4,3864,224,
,,,
1,1160,504,
,,,
2,3859,175,
,,,
3,1155,455,
,,,
4,1160,504,
,,,
1,3859,175,
,,,
2,1155,455,
,,,
3,3854,127,
,,,
4,3859,175,
,,,
1,1155,455,
,,,
2,3854,127,
,,,
3,1150,406,
,,,
4,1155,455,
,,,
1,4105,48,
,,,
2,4112,48,
,,,
3,4107,51,
,,,
4,4105,48,
,,,
1,4112,48,
,,,
2,4107,51,
,,,
3,4140,48,
,,,
4,4112,48,
,,,
1,4076,48,
,,,
2,4080,48,
,,,
3,4080,54,
,,,
4,4076,48,
,,,
1,4080,54,
,,,
2,4107,52,
,,,
3,4080,48,
,,,
4,4080,54,
,,,
1,4107,52,
,,,
2,4080,48,
,,,
3,4105,48,
,,,
4,4107,52,
,,,
1,3846,51,
,,,
2,3864,77,
,,,
3,3849,78,
,,,
4,3846,51,
,,,
1,3846,51,
,,,
2,3864,77,
,,,
3,3868,48,
,,,
4,3846,51,
,,,
1,3864,77,
,,,
2,3868,48,
,,,
3,3980,48,
,,,
4,3864,77,
,,,
1,3864,77,
,,,
2,4080,54,
,,,
3,3980,48,
,,,
4,3864,77,
,,,
1,4080,54,
,,,
2,3980,48,
,,,
3,4076,48,
,,,
4,4080,54,
,,,
1,3854,127,
,,,
2,3849,78,
,,,
3,4617,48,
,,,
4,3854,127,
,,,
1,3849,78,
,,,
2,4617,48,
,,,
3,4140,48,
,,,
4,3849,78,
,,,
1,3859,175,
,,,
2,3854,127,
,,,
3,5031,54,
,,,
4,3859,175,
,,,
1,3854,127,
,,,
2,5031,54,
,,,
3,4617,48,
,,,
4,3854,127,
,,,
1,5031,54,
,,,
2,4617,48,
,,,
3,5030,48,
,,,
4,5031,54,
,,,
1,5031,54,
,,,
2,5039,103,
,,,
3,3859,175,
,,,
4,5031,54,
,,,
1,5039,103,
,,,
2,3859,175,
,,,
3,3864,224,
,,,
4,5039,103,
,,,
1,5039,103,
,,,
2,5047,151,
,,,
3,3864,224,
,,,
4,5039,103,
,,,
1,5047,151,
,,,
2,3864,224,
,,,
3,3869,273,
,,,
4,5047,151,
,,,
1,5056,199,
,,,
2,3874,322,
,,,
3,5047,151,
,,,
4,5056,199,
,,,
1,3874,322,
,,,
2,5047,151,
,,,
3,3869,273,
,,,
4,3874,322,
,,,
1,5056,199,
,,,
2,5064,248,
,,,
3,3874,322,
,,,
4,5056,199,
,,,
1,5064,248,
,,,
2,3874,322,
,,,
3,3879,370,
,,,
4,5064,248,
,,,
1,5070,282,
,,,
2,5046,250,
,,,
1,5046,250,
,,,
2,5070,282,
,,,
1,5064,248,
,,,
2,5070,282,
,,,
3,5046,250,
,,,
4,5064,248,
,,,
1,5070,282,
,,,
2,5046,250,
,,,
3,5070,282,
,,,
1,5046,250,
,,,
2,5070,282,
,,,
3,5046,250,
,,,
1,5046,250,
,,,
2,3879,370,
,,,
3,3902,403,
,,,
4,5046,250,
,,,
1,3879,370,
,,,
2,3902,403,
,,,
3,3882,405,
,,,
4,3879,370,
,,,
1,5046,250,
,,,
2,5070,282,
,,,
3,3902,403,
,,,
4,5046,250,
,,,
1,5030,48,
,,,
2,5031,54,
,,,
3,5092,48,
,,,
4,5030,48,
,,,
1,5562,48,
,,,
2,5562,49,
,,,
3,5092,48,
,,,
4,5562,48,
,,,
1,5562,49,
,,,
2,5092,48,
,,,
3,5039,103,
,,,
4,5562,49,
,,,
1,5092,48,
,,,
2,5039,103,
,,,
3,5031,54,
,,,
4,5092,48,
,,,
1,5562,49,
,,,
2,5562,98,
,,,
3,5039,103,
,,,
4,5562,49,
,,,
1,5562,98,
,,,
2,5039,103,
,,,
3,5047,151,
,,,
4,5562,98,
,,,
1,5064,248,
,,,
2,5056,199,
,,,
3,5562,196,
,,,
4,5064,248,
,,,
1,5056,199,
,,,
2,5562,196,
,,,
3,5562,147,
,,,
4,5056,199,
,,,
1,5562,98,
,,,
2,5562,147,
,,,
3,5047,151,
,,,
4,5562,98,
,,,
1,5562,147,
,,,
2,5047,151,
,,,
3,5056,199,
,,,
4,5562,147,
,,,
1,5064,248,
,,,
2,5087,280,
,,,
3,5562,196,
,,,
4,5064,248,
,,,
1,5087,280,
,,,
2,5562,196,
,,,
3,5562,225,
,,,
4,5087,280,
,,,
1,5562,225,
,,,
2,5562,231,
,,,
3,5087,280,
,,,
4,5562,225,
,,,
1,5064,248,
,,,
2,5070,282,
,,,
1,5087,280,
,,,
2,5064,248,
,,,
3,5070,282,
,,,
4,5087,280,
,,,
1,5064,248,
,,,
2,5070,282,
,,,
3,5064,248,
,,,
1,5070,282,
,,,
2,5070,282,
,,,
1,2501,995,
,,,
2,2493,1012,
,,,
3,2471,982,
,,,
4,2501,995,
,,,
1,2493,1012,
,,,
2,2471,982,
,,,
3,2478,1045,
,,,
4,2493,1012,
,,,
1,2471,982,
,,,
2,2478,1045,
,,,
3,2435,985,
,,,
4,2471,982,
,,,
1,2478,1045,
,,,
2,2435,985,
,,,
3,2257,1202,
,,,
4,2478,1045,
,,,
1,2435,985,
,,,
2,2257,1202,
,,,
3,2125,1017,
,,,
4,2435,985,
,,,
1,2257,1202,
,,,
2,2125,1017,
,,,
3,2247,1203,
,,,
4,2257,1202,
,,,
1,2125,1017,
,,,
2,2247,1203,
,,,
3,2115,1018,
,,,
4,2125,1017,
,,,
1,2247,1203,
,,,
2,2115,1018,
,,,
3,2238,1205,
,,,
4,2247,1203,
,,,
1,2115,1018,
,,,
2,2238,1205,
,,,
3,2105,1019,
,,,
4,2115,1018,
,,,
1,2238,1205,
,,,
2,2105,1019,
,,,
3,2229,1209,
,,,
4,2238,1205,
,,,
1,2105,1019,
,,,
2,2229,1209,
,,,
3,2095,1021,
,,,
4,2105,1019,
,,,
1,2229,1209,
,,,
2,2095,1021,
,,,
3,2221,1213,
,,,
4,2229,1209,
,,,
1,2095,1021,
,,,
2,2221,1213,
,,,
3,2084,1022,
,,,
4,2095,1021,
,,,
1,2221,1213,
,,,
2,2084,1022,
,,,
3,2213,1219,
,,,
4,2221,1213,
,,,
1,2084,1022,
,,,
2,2213,1219,
,,,
3,2073,1022,
,,,
4,2084,1022,
,,,
1,2213,1219,
,,,
2,2073,1022,
,,,
3,2206,1225,
,,,
4,2213,1219,
,,,
1,2073,1022,
,,,
2,2206,1225,
,,,
3,2062,1024,
,,,
4,2073,1022,
,,,
1,2206,1225,
,,,
2,2062,1024,
,,,
3,2201,1233,
,,,
4,2206,1225,
,,,
1,2062,1024,
,,,
2,2201,1233,
,,,
3,2052,1025,
,,,
4,2062,1024,
,,,
1,2201,1233,
,,,
2,2052,1025,
,,,
3,2196,1241,
,,,
4,2201,1233,
,,,
1,2052,1025,
,,,
2,2196,1241,
,,,
3,2042,1026,
,,,
4,2052,1025,
,,,
1,2196,1241,
,,,
2,2042,1026,
,,,
3,2192,1250,
,,,
4,2196,1241,
,,,
1,2042,1026,
,,,
2,2192,1250,
,,,
3,2033,1027,
,,,
4,2042,1026,
,,,
1,2192,1250,
,,,
2,2033,1027,
,,,
3,2190,1259,
,,,
4,2192,1250,
,,,
1,2033,1027,
,,,
2,2190,1259,
,,,
3,2025,1028,
,,,
4,2033,1027,
,,,
1,2190,1259,
,,,
2,2025,1028,
,,,
3,2189,1268,
,,,
4,2190,1259,
,,,
1,2025,1028,
,,,
2,2189,1268,
,,,
3,2017,1028,
,,,
4,2025,1028,
,,,
1,2171,1269,
,,,
2,2172,1269,
,,,
3,2000,1030,
,,,
4,2171,1269,
,,,
1,2172,1269,
,,,
2,2000,1030,
,,,
3,2017,1028,
,,,
4,2172,1269,
,,,
1,2189,1269,
,,,
2,2189,1268,
,,,
3,2172,1269,
,,,
4,2189,1269,
,,,
1,2189,1268,
,,,
2,2172,1269,
,,,
3,2017,1028,
,,,
4,2189,1268,
,,,
1,2165,1269,
,,,
2,2165,1269,
,,,
3,1994,1031,
,,,
4,2165,1269,
,,,
1,2165,1269,
,,,
2,1994,1031,
,,,
3,2000,1030,
,,,
4,2165,1269,
,,,
1,2165,1269,
,,,
2,2000,1030,
,,,
3,2171,1269,
,,,
4,2165,1269,
,,,
1,2139,1269,
,,,
2,2144,1269,
,,,
3,1970,1033,
,,,
4,2139,1269,
,,,
1,2144,1269,
,,,
2,1970,1033,
,,,
3,1994,1031,
,,,
4,2144,1269,
,,,
1,2144,1269,
,,,
2,1994,1031,
,,,
3,2165,1269,
,,,
4,2144,1269,
,,,
1,1970,1033,
,,,
2,1970,1033,
,,,
3,2138,1269,
,,,
4,1970,1033,
,,,
1,1970,1033,
,,,
2,2138,1269,
,,,
3,2139,1269,
,,,
4,1970,1033,
,,,
1,2100,1269,
,,,
2,2110,1269,
,,,
3,1935,1037,
,,,
4,2100,1269,
,,,
1,2110,1269,
,,,
2,1935,1037,
,,,
3,1970,1033,
,,,
4,2110,1269,
,,,
1,2110,1269,
,,,
2,1970,1033,
,,,
3,2138,1269,
,,,
4,2110,1269,
,,,
1,2091,1255,
,,,
2,1935,1037,
,,,
3,2085,1248,
,,,
4,2091,1255,
,,,
1,1935,1037,
,,,
2,2085,1248,
,,,
3,1934,1037,
,,,
4,1935,1037,
,,,
1,2100,1269,
,,,
2,2100,1269,
,,,
3,2095,1263,
,,,
4,2100,1269,
,,,
1,2100,1269,
,,,
2,2095,1263,
,,,
3,2091,1255,
,,,
4,2100,1269,
,,,
1,2100,1269,
,,,
2,2091,1255,
,,,
3,2100,1269,
,,,
4,2100,1269,
,,,
1,2085,1248,
,,,
2,1934,1037,
,,,
3,2078,1242,
,,,
4,2085,1248,
,,,
1,1934,1037,
,,,
2,2078,1242,
,,,
3,1932,1037,
,,,
4,1934,1037,
,,,
1,2098,1269,
,,,
2,2095,1263,
,,,
3,2100,1269,
,,,
4,2098,1269,
,,,
1,2095,1263,
,,,
2,2100,1269,
,,,
3,2095,1263,
,,,
1,2078,1242,
,,,
2,1932,1037,
,,,
3,2070,1236,
,,,
4,2078,1242,
,,,
1,1932,1037,
,,,
2,2070,1236,
,,,
3,1929,1038,
,,,
4,1932,1037,
,,,
1,2070,1236,
,,,
2,1929,1038,
,,,
3,2062,1231,
,,,
4,2070,1236,
,,,
1,1929,1038,
,,,
2,2062,1231,
,,,
3,1924,1038,
,,,
4,1929,1038,
,,,
1,2062,1231,
,,,
2,1924,1038,
,,,
3,2054,1228,
,,,
4,2062,1231,
,,,
1,1924,1038,
,,,
2,2054,1228,
,,,
3,1918,1039,
,,,
4,1924,1038,
,,,
1,2054,1228,
,,,
2,1918,1039,
,,,
3,2046,1227,
,,,
4,2054,1228,
,,,
1,1918,1039,
,,,
2,2046,1227,
,,,
3,1912,1039,
,,,
4,1918,1039,
,,,
1,2046,1227,
,,,
2,1912,1039,
,,,
3,2045,1226,
,,,
4,2046,1227,
,,,
1,1912,1039,
,,,
2,2045,1226,
,,,
3,1912,1041,
,,,
4,1912,1039,
,,,
1,2045,1226,
,,,
2,1912,1041,
,,,
3,2035,1225,
,,,
4,2045,1226,
,,,
1,1912,1041,
,,,
2,2035,1225,
,,,
3,1913,1055,
,,,
4,1912,1041,
,,,
1,2035,1225,
,,,
2,1913,1055,
,,,
3,2026,1226,
,,,
4,2035,1225,
,,,
1,1913,1055,
,,,
2,2026,1226,
,,,
3,1915,1071,
,,,
4,1913,1055,
,,,
1,1915,1071,
,,,
2,1932,1235,
,,,
1,2026,1226,
,,,
2,1915,1071,
,,,
3,1932,1235,
,,,
4,2026,1226,
,,,
1,1915,1071,
,,,
2,1932,1235,
,,,
3,1915,1071,
,,,
1,1932,1235,
,,,
2,1932,1235,
,,,
1,2950,1144,
,,,
2,2990,1202,
,,,
3,2948,1144,
,,,
4,2950,1144,
,,,
1,2990,1202,
,,,
2,2948,1144,
,,,
3,2961,1222,
,,,
4,2990,1202,
,,,
1,2948,1144,
,,,
2,2961,1222,
,,,
3,2908,1148,
,,,
4,2948,1144,
,,,
1,2302,1269,
,,,
2,2266,1215,
,,,
3,2304,1269,
,,,
4,2302,1269,
,,,
1,2304,1269,
,,,
2,2400,1269,
,,,
3,2266,1215,
,,,
4,2304,1269,
,,,
1,2400,1269,
,,,
2,2266,1215,
,,,
3,2908,1148,
,,,
4,2400,1269,
,,,
1,2505,1269,
,,,
2,2961,1222,
,,,
3,2400,1269,
,,,
4,2505,1269,
,,,
1,2961,1222,
,,,
2,2400,1269,
,,,
3,2908,1148,
,,,
4,2961,1222,
,,,
1,3095,1163,
,,,
2,3101,1173,
,,,
3,3091,1159,
,,,
4,3095,1163,
,,,
1,3101,1173,
,,,
2,3091,1159,
,,,
3,3102,1175,
,,,
4,3101,1173,
,,,
1,3091,1159,
,,,
2,3102,1175,
,,,
3,3088,1155,
,,,
4,3091,1159,
,,,
1,3102,1175,
,,,
2,3088,1155,
,,,
3,3106,1182,
,,,
4,3102,1175,
,,,
1,3088,1155,
,,,
2,3106,1182,
,,,
3,3083,1150,
,,,
4,3088,1155,
,,,
1,3106,1182,
,,,
2,3083,1150,
,,,
3,3107,1186,
,,,
4,3106,1182,
,,,
1,3083,1150,
,,,
2,3107,1186,
,,,
3,3079,1147,
,,,
4,3083,1150,
,,,
1,3107,1186,
,,,
2,3079,1147,
,,,
3,3110,1193,
,,,
4,3107,1186,
,,,
1,3079,1147,
,,,
2,3110,1193,
,,,
3,3074,1143,
,,,
4,3079,1147,
,,,
1,3110,1193,
,,,
2,3074,1143,
,,,
3,3111,1196,
,,,
4,3110,1193,
,,,
1,3074,1143,
,,,
2,3111,1196,
,,,
3,3070,1140,
,,,
4,3074,1143,
,,,
1,3111,1196,
,,,
2,3070,1140,
,,,
3,3112,1204,
,,,
4,3111,1196,
,,,
1,3070,1140,
,,,
2,3112,1204,
,,,
3,3064,1137,
,,,
4,3070,1140,
,,,
1,3112,1204,
,,,
2,3064,1137,
,,,
3,3113,1208,
,,,
4,3112,1204,
,,,
1,3064,1137,
,,,
2,3113,1208,
,,,
3,3061,1134,
,,,
4,3064,1137,
,,,
1,3113,1208,
,,,
2,3061,1134,
,,,
3,3114,1215,
,,,
4,3113,1208,
,,,
1,3061,1134,
,,,
2,3114,1215,
,,,
3,3054,1132,
,,,
4,3061,1134,
,,,
1,3114,1215,
,,,
2,3054,1132,
,,,
3,3114,1219,
,,,
4,3114,1215,
,,,
1,3054,1132,
,,,
2,3114,1219,
,,,
3,3050,1130,
,,,
4,3054,1132,
,,,
1,3114,1219,
,,,
2,3050,1130,
,,,
3,3115,1232,
,,,
4,3114,1219,
,,,
1,3050,1130,
,,,
2,3115,1232,
,,,
3,3040,1127,
,,,
4,3050,1130,
,,,
1,3115,1232,
